22.6,23.75,23,28713
22.7,23.8,23,814978
22.8,23.92,30,62263
22.8,24.41,40,229581
22.9,24.74,50,404493
23.0,24.98,60,534467
23.1,25.22,71,463092
23.3,25.39,80,61385
23.4,25.56,90,801042
23.6,25.68,112,949476
23.6,25.64,114,203545
23.7,25.54,120,760668
23.8,25.63,130,186946
24.0,25.74,141,110196
24.1,25.86,151,994193
24.1,25.85,160,573097
24.3,25.87,170,760812
24.4,25.92,180,169315
24.5,25.94,202,997644
24.6,25.62,204,540609
24.6,25.69,210,14502
24.7,25.91,220,198122
24.8,26.2,230,405278
24.9,26.43,240,707668
25.0,26.53,250,59711
25.1,26.65,260,947070
25.1,26.86,270,344622
25.3,26.9,292,984396
25.3,27.19,293,770818
25.5,26.94,300,800258
25.5,27.07,310,946292
25.6,27.3,321,903647
25.7,27.43,330,455394
25.8,27.59,340,639786
25.9,27.69,350,44418
26.0,27.79,360,264309
26.2,27.83,384,379625
26.2,27.83,385,166037
26.3,27.59,390,655346
26.4,27.25,400,817885
26.5,27.03,410,915375
26.5,26.87,420,303782
26.6,26.73,435,45693
26.6,26.68,440,535036
26.6,26.56,450,689782
26.6,26.48,475,279997
26.6,26.35,476,835619
26.6,26.34,481,531227
26.6,26.24,490,144805
26.6,26.17,500,250573
26.6,26.08,510,335244
26.6,26.01,520,215224
26.6,25.93,530,636290
26.6,25.84,541,519912
26.5,25.78,567,166236
26.5,25.64,567,952567
26.5,25.65,570,312768
26.5,25.59,580,475023
26.5,25.51,590,568544
26.5,25.41,600,2208
