30.75,42,33.8,42.0,5,18,672761
30.82,42,33.8,42.0,5,21,11416
30.94,42,33.78,42.0,5,31,181832
31.13,42,33.88,42.0,5,40,517515
31.38,42,34.22,42.0,5,51,488288
31.57,42,34.47,42.0,5,60,922541
31.82,42,34.73,42.0,5,71,851110
32.0,42,34.87,42.0,5,81,187562
32.25,42,35.02,42.0,5,90,501371
32.44,42,35.23,42.0,5,100,651585
32.63,42,35.45,42.0,5,110,6888
32.88,42,35.7,42.0,5,120,914824
33.13,42,35.86,42.0,5,131,693423
33.31,42,35.99,42.0,5,141,107512
33.5,42,36.19,42.0,5,150,474341
33.75,42,36.42,42.0,5,160,653865
33.94,42,36.65,42.0,5,170,779721
34.13,42,36.87,42.0,5,180,176067
34.38,42,37.05,42.0,5,191,105694
34.56,42,37.23,42.0,5,200,520573
34.81,42,37.44,42.0,5,210,707333
35.0,42,37.63,42.0,5,220,126763
35.19,42,37.8,42.0,5,231,54875
35.38,42,38.0,42.0,5,240,54132
35.56,42,38.19,42.0,5,250,623816
35.81,42,38.36,42.0,5,260,4961
36.0,42,38.6,42.0,5,270,906080
36.19,42,38.87,42.0,5,281,94699
4.44,42,39.03,42.0,5,292,39039
36.63,42,39.21,42.0,5,302,161993
36.81,42,39.39,42.0,5,311,517947
37.0,42,39.57,42.0,5,320,152353
37.25,42,39.77,42.0,5,331,92142
37.38,42,39.92,42.0,5,340,508789
37.63,42,40.18,42.0,5,352,225619
37.81,42,40.27,42.0,5,360,46817
38.0,42,40.58,42.0,5,371,137995
38.19,42,40.82,42.0,5,380,546088
38.44,42,40.97,42.0,5,390,825833
38.63,42,41.15,42.0,5,402,529712
38.81,42,41.36,42.0,5,411,924930
39.0,42,41.51,42.0,5,421,357324
39.19,42,41.56,42.0,5,443,206653
39.25,42,41.63,52.13,5,443,994152
39.31,42,41.72,52.13,5,450,248798
39.44,42,42.02,52.13,5,460,397274
39.56,42,42.24,52.13,5,470,558634
39.69,42,42.48,52.13,5,480,137010
39.88,42,42.75,52.13,5,490,306354
40.0,42,42.9,52.13,5,500,446913
40.13,42,43.08,52.13,5,510,207783
40.44,42,43.19,52.13,5,534,196013
40.44,42,43.31,42.27,5,534,983503
40.56,42,43.21,42.27,5,540,544987
40.69,42,42.86,42.27,5,551,482242
40.81,42,42.71,42.27,5,560,101772
40.94,42,42.6,42.27,5,570,261363
41.06,42,42.5,42.27,5,581,933856
41.13,42,42.46,42.27,5,590,509860
41.19,42,42.43,42.27,5,600,673170
41.31,42,42.42,42.27,5,610,22675
41.31,42,42.43,42.27,5,629,396269
41.31,42,42.43,43.02,5,630,96286
41.44,42,42.83,43.02,5,640,197233
41.5,42,42.88,43.02,5,651,144614
41.56,42,43.02,43.02,5,660,573056
41.69,42,43.11,43.02,5,671,489459
41.75,42,43.06,43.02,5,680,94660
41.81,42,43.1,43.02,5,691,6691
41.88,42,43.08,43.02,5,700,302992
42.0,42,43.06,42.45,5,721,958614
42.0,42,43.08,42.45,5,722,749307
42.06,42,43.06,42.45,5,730,582085
42.06,42,42.97,42.45,5,740,742511
42.13,42,42.91,42.45,5,750,171564
42.19,42,42.87,42.45,5,760,415106
42.19,42,42.83,42.45,5,771,360943
42.25,42,42.79,42.45,5,780,752965
42.31,42,42.76,42.45,5,792,456004
42.31,42,42.76,41.99,5,812,165488
42.31,42,42.76,41.99,5,812,955345
42.31,42,42.85,41.99,5,820,8134
42.38,42,42.78,41.99,5,830,239446
42.38,42,42.73,41.99,5,840,393354
42.44,42,42.72,41.99,5,851,408437
42.44,42,42.7,41.99,5,860,48331
42.44,42,42.66,41.99,5,871,12896
42.44,42,42.65,41.99,5,880,429978
42.44,42,42.65,41.73,5,904,710515
42.5,42,42.65,41.73,5,905,500416
42.5,42,42.73,41.73,5,910,177510
42.5,42,42.67,41.73,5,921,822568
42.5,42,42.66,41.73,5,930,362253
42.5,42,42.61,41.73,5,940,542059
42.5,42,42.59,41.73,5,950,747019
42.5,42,42.56,41.73,5,960,9025
