45.3,42,0.0,0.0,5,19,392040
45.3,42,44.94,42.0,5,23,54687
45.3,42,44.94,42.0,5,30,240729
45.3,42,44.89,42.0,5,40,353354
45.2,42,44.86,42.0,5,51,184897
45.2,42,44.86,42.0,5,60,423293
45.2,42,44.86,42.0,5,71,327685
45.1,42,44.83,42.0,5,80,414420
45.1,42,44.8,42.0,5,90,758153
45.1,42,44.81,42.0,5,101,602613
45.1,42,44.8,42.0,5,110,285345
45.1,42,44.8,42.0,5,120,656709
45.1,42,44.77,42.0,5,134,424473
45.0,42,44.75,42.0,5,142,939879
45.0,42,44.75,42.0,5,151,527404
45.0,42,44.74,42.0,5,161,518011
45.0,42,44.75,42.0,5,170,56959
45.0,42,44.75,42.0,5,180,193539
45.0,42,44.72,42.0,5,190,75969
45.0,42,44.74,42.0,5,200,336486
44.9,42,44.75,35.75,5,228,537121
44.9,42,44.82,35.75,5,233,795970
44.9,42,44.82,35.75,5,233,940748
44.9,42,44.77,35.75,5,240,145814
44.9,42,44.71,35.75,5,250,262373
44.8,42,44.62,35.75,5,261,917784
44.8,42,44.61,35.75,5,271,133137
44.8,42,44.54,35.75,5,280,546586
44.8,42,44.49,35.75,5,290,556891
44.7,42,44.42,35.75,5,316,433462
44.7,42,44.36,41.65,5,317,978313
44.7,42,44.49,41.65,5,322,745937
44.7,42,44.48,41.65,5,330,47848
44.7,42,44.36,41.65,5,341,221298
44.6,42,44.33,41.65,5,350,578129
44.6,42,44.31,41.65,5,361,393807
44.6,42,44.28,41.65,5,372,255544
44.6,42,44.27,41.65,5,383,884974
44.6,42,44.26,41.65,5,390,773774
44.6,42,44.25,41.65,5,409,356030
44.5,42,44.26,41.32,5,410,511041
44.5,42,44.34,41.32,5,422,730388
44.5,42,44.3,41.32,5,431,231855
44.5,42,44.29,41.32,5,440,582552
44.5,42,44.26,41.32,5,451,474543
44.5,42,44.23,41.32,5,463,629014
44.5,42,44.23,41.32,5,470,695422
44.4,42,44.22,41.32,5,481,538595
44.3,42,44.22,41.32,5,500,611641
44.3,42,44.22,41.32,5,500,791583
44.4,42,44.34,41.02,5,511,436515
44.3,42,44.27,41.02,5,520,776340
44.3,42,44.25,41.02,5,530,141852
44.3,42,44.2,41.02,5,541,41276
44.3,42,44.2,41.02,5,550,359456
44.3,42,44.2,41.02,5,565,83153
44.3,42,44.17,41.02,5,571,310200
44.3,42,44.16,41.02,5,591,661282
44.3,42,44.19,40.72,5,592,443552
44.3,42,44.28,40.72,5,600,198616
44.3,42,44.22,40.72,5,611,867264
44.3,42,44.18,40.72,5,620,427449
44.2,42,44.18,40.72,5,630,291663
44.2,42,44.15,40.72,5,640,378621
44.2,42,44.13,40.72,5,651,296627
44.2,42,44.12,40.72,5,661,356484
44.1,42,44.14,40.46,5,684,158240
44.1,42,44.17,40.46,5,686,468261
44.1,42,44.2,40.46,5,690,346901
44.1,42,44.17,40.46,5,700,83058
44.1,42,44.13,40.46,5,710,543464
44.1,42,44.09,40.46,5,722,156312
44.1,42,44.07,40.46,5,730,650242
44.1,42,44.08,40.46,5,740,743090
44.1,42,44.06,40.46,5,750,60710
44.0,42,44.06,40.46,5,773,353791
44.1,42,44.07,40.2,5,774,905674
44.1,42,44.13,40.2,5,783,183262
44.1,42,44.11,40.2,5,790,225056
44.1,42,44.05,40.2,5,802,666739
44.0,42,44.02,40.2,5,811,846297
44.1,42,43.99,40.2,5,820,366610
44.0,42,43.98,40.2,5,830,461790
44.0,42,43.97,40.2,5,842,82255
44.0,42,43.94,40.2,5,863,253084
44.0,42,43.98,39.96,5,864,39424
44.0,42,44.02,39.96,5,870,386973
44.0,42,43.94,39.96,5,880,357131
44.0,42,43.82,39.96,5,894,196542
44.0,42,43.76,39.96,5,900,517813
44.0,42,43.72,39.96,5,910,249005
44.0,42,43.62,39.96,5,920,419378
44.0,42,43.52,39.96,5,931,242890
43.8,42,43.36,39.72,5,954,209545
43.8,42,43.38,39.72,5,955,758653
43.8,42,43.34,39.72,5,960,468749
43.8,42,43.21,39.72,5,971,281190
43.8,42,43.1,39.72,5,980,623373
43.8,42,43.01,39.72,5,990,699811
43.5,42,42.93,39.72,5,1000,766804
43.2,42,42.82,39.72,5,1011,600541
43.0,42,42.72,39.72,5,1020,906925
42.7,42,42.68,39.72,5,1043,752486
42.7,42,42.54,40.54,5,1045,301214
42.7,42,42.66,40.54,5,1050,732638
