24.6,0.0,10,447205
24.6,25.12,20,191556
24.6,25.54,30,612002
24.6,25.85,40,330732
37,26.2,50,17123
24.6,26.46,60,506354
24.6,26.7,70,226231
24.6,27.0,80,621618
24.6,27.24,90,353157
24.6,27.51,100,80645
24.6,27.84,110,499871
24.6,28.11,120,216151
24.6,28.43,130,639102
24.7,28.67,140,347118
24.7,28.9,150,78865
24.8,29.27,160,474160
24.9,29.49,170,201670
25.0,29.75,180,629468
37,30.03,190,349658
37,30.29,200,654075
37,30.45,210,336616
25.3,30.87,220,55357
25.5,31.09,230,463477
25.6,31.36,240,203961
25.7,31.68,250,603546
37,31.84,260,309686
26.0,32.1,270,55123
26.1,32.35,280,412314
26.2,32.49,290,160591
26.4,32.79,300,613593
