18.7,0.0,17,796123
18.7,19.01,20,151127
18.8,19.31,30,182644
18.8,19.73,41,278821
18.9,20.1,50,557648
19.0,20.27,60,712439
19.1,20.39,70,59487
19.1,20.61,80,193269
19.3,20.82,90,360616
19.4,21.01,101,326657
19.5,21.2,110,731503
19.6,21.32,120,161191
19.7,21.45,130,840101
19.8,21.65,140,462091
20.0,21.77,151,443441
20.1,21.95,160,778452
20.1,22.02,170,146809
20.3,22.19,181,211320
20.4,22.3,190,640527
20.5,22.49,200,816442
20.7,22.58,210,909548
20.8,22.72,221,854270
20.9,22.89,230,419627
21.0,23.03,240,561639
21.2,23.23,251,458216
21.3,23.34,260,838879
21.4,23.5,270,956109
21.5,23.64,280,336811
21.7,23.75,290,518499
21.8,23.94,302,107911
22.0,24.05,311,499895
22.1,24.17,320,94750
