41.6,42,42.15,44.05,5,23,860339
41.6,42,42.15,44.05,5,24,650333
41.6,42,42.31,44.05,5,30,902877
41.6,42,42.67,44.05,5,43,19420
41.6,42,42.81,44.05,5,50,268128
41.7,42,43.01,44.05,5,60,418674
41.8,42,43.29,44.05,5,71,260601
41.8,42,43.56,44.05,5,80,593595
41.8,42,43.72,44.05,5,93,33656
42.0,42,43.72,44.05,5,111,526100
42.0,42,43.8,42.04,5,112,308598
42.0,42,43.68,42.04,5,120,75086
42.1,42,43.42,42.04,5,130,166925
42.1,42,43.26,42.04,5,140,246194
42.2,42,43.21,42.04,5,150,400248
42.3,42,43.16,42.04,5,160,549485
42.3,42,43.15,42.04,5,170,669437
42.3,42,43.14,42.04,5,180,7843
42.4,42,43.09,42.04,5,190,76330
42.4,42,43.09,41.47,5,209,417137
42.4,42,43.09,41.47,5,210,200249
42.5,42,43.18,41.47,5,220,310352
42.5,42,43.11,41.47,5,230,280798
42.5,42,43.07,41.47,5,241,193590
42.5,42,43.06,41.47,5,250,551416
42.6,42,43.03,41.47,5,262,94394
42.6,42,43.04,41.47,5,270,702552
42.6,42,42.99,41.47,5,281,598568
42.6,42,42.99,41.47,5,300,107206
42.6,42,43.01,41.92,5,300,893288
42.6,42,43.22,41.92,5,310,177332
42.7,42,43.15,41.92,5,320,303609
42.7,42,43.09,41.92,5,331,886534
42.7,42,43.03,41.92,5,340,419187
42.7,42,43.0,41.92,5,350,507876
42.7,42,42.99,41.92,5,361,328328
42.7,42,42.97,41.92,5,370,608111
42.7,42,42.96,41.92,5,390,833110
42.7,42,42.97,42.86,5,391,615688
42.8,42,43.17,42.86,5,400,197530
42.8,42,43.07,42.86,5,410,759957
42.8,42,43.03,42.86,5,420,392899
42.8,42,43.0,42.86,5,430,464923
42.8,42,42.99,42.86,5,440,619683
42.8,42,42.98,42.86,5,451,472884
42.8,42,42.98,42.86,5,460,37817
42.8,42,42.99,42.86,5,481,876441
42.8,42,43.07,41.75,5,484,832964
42.8,42,43.07,41.75,5,490,276099
42.8,42,43.02,41.75,5,500,430065
42.8,42,42.97,41.75,5,510,559718
42.8,42,42.96,41.75,5,520,688442
42.8,42,42.94,41.75,5,530,55794
42.8,42,42.93,41.75,5,540,317658
42.8,42,42.9,41.75,5,551,26112
42.8,42,42.89,41.75,5,561,858788
42.8,42,42.88,41.75,5,571,223886
42.8,42,42.87,41.75,5,581,566076
42.8,42,42.87,41.75,5,591,460107
42.8,42,42.85,41.75,5,601,539552
42.8,42,42.84,41.75,5,610,751165
42.8,42,42.82,41.75,5,620,241595
42.8,42,42.8,41.75,5,630,375678
42.8,42,42.8,41.75,5,641,871706
42.8,42,42.79,41.75,5,651,206414
42.8,42,42.79,41.75,5,669,718968
42.8,42,42.83,41.55,5,671,283911
42.8,42,42.9,41.55,5,682,166852
42.8,42,42.82,41.55,5,692,267241
42.8,42,42.79,41.55,5,700,71771
42.8,42,42.79,41.55,5,710,206394
42.8,42,42.77,41.55,5,720,131197
42.8,42,42.74,41.55,5,731,878508
42.8,42,42.76,41.55,5,740,405997
42.8,42,42.73,41.55,5,750,411521
42.8,42,42.73,41.55,5,760,869187
42.8,42,42.71,41.55,5,770,706646
42.8,42,42.71,41.55,5,780,135438
42.7,42,42.73,42.43,5,801,647667
42.7,42,42.73,42.43,5,803,216287
42.7,42,42.92,42.43,5,810,195073
42.7,42,42.8,42.43,5,820,987539
42.7,42,42.77,42.43,5,830,364959
42.7,42,42.77,42.43,5,841,205361
42.7,42,42.73,42.43,5,851,972949
42.7,42,42.73,42.43,5,860,577461
42.7,42,42.7,42.43,5,870,665596
42.6,42,42.72,41.32,5,893,586204
42.7,42,42.72,41.32,5,894,374360
42.7,42,42.79,41.32,5,900,601454
42.7,42,42.76,41.32,5,910,468967
