25.82,42,0.0,0.0,5,16,946085
25.88,42,27.82,42.0,5,23,158118
25.25,42,27.95,42.0,5,30,190881
25.25,42,28.27,42.0,5,40,370149
25.44,42,28.54,42.0,5,50,518324
25.69,42,28.77,42.0,5,60,582955
25.88,42,28.89,42.0,5,70,690901
26.13,42,29.14,42.0,5,80,65408
26.38,42,29.39,42.0,5,91,706397
26.63,42,29.61,42.0,5,101,795763
26.82,42,29.73,42.0,5,110,396555
27.0,42,29.95,42.0,5,120,600765
27.25,42,30.13,42.0,5,130,776678
27.44,42,30.38,42.0,5,140,82905
27.69,42,30.63,42.0,5,150,909113
27.94,42,30.79,42.0,5,160,290226
28.13,42,31.03,42.0,5,170,469272
28.44,42,31.33,42.0,5,182,941567
28.63,42,31.52,42.0,5,191,529546
28.82,42,31.62,42.0,5,200,111969
29.0,42,31.93,42.0,5,211,56023
29.25,42,32.94,42.0,5,220,369193
29.5,42,34.04,42.0,5,232,820933
29.69,42,32.71,42.0,5,240,628018
29.88,42,32.71,42.0,5,250,736944
30.13,42,32.92,42.0,5,260,863890
30.32,42,33.04,42.0,5,270,244250
30.5,42,33.29,42.0,5,280,378021
30.75,42,33.48,42.0,5,290,538867
31.0,42,33.72,42.0,5,301,376667
31.19,42,33.94,42.0,5,311,493486
31.38,42,34.1,42.0,5,320,107686
31.57,42,34.42,42.0,5,331,65001
31.75,42,34.55,42.0,5,340,26278
32.0,42,34.73,42.0,5,350,493743
32.19,42,34.97,42.0,5,360,590053
32.44,42,35.11,42.0,5,370,706992
32.63,42,35.31,42.0,5,380,62666
32.88,42,35.57,42.0,5,392,501386
33.06,42,35.77,42.0,5,400,299507
33.25,42,36.02,42.0,5,410,419864
33.5,42,36.22,42.0,5,422,48700
33.69,42,36.43,42.0,5,431,427579
33.88,42,36.59,42.0,5,440,24570
34.13,42,36.78,42.0,5,450,964794
34.31,42,37.05,42.0,5,461,876176
34.5,42,37.26,42.0,5,471,260718
34.75,42,37.46,42.0,5,480,603324
34.94,42,37.61,42.0,5,490,698994
35.13,42,37.82,42.0,5,500,56203
35.38,42,38.0,42.0,5,511,706691
35.56,42,38.23,42.0,5,521,79
