30.5,0.0,18,906411
30.5,32.49,20,118840
30.6,32.63,30,92610
30.6,32.88,40,50073
30.6,33.16,50,27474
30.7,33.39,60,86998
30.8,33.44,70,63832
30.8,33.6,80,573404
30.8,33.78,90,170198
30.9,33.95,100,275093
31.0,34.07,111,30372
30.8,34.21,120,49861
31.0,34.34,130,251164
31.1,34.4,140,233804
31.3,34.51,150,19029
31.5,34.61,160,225845
31.6,34.71,170,165997
31.8,34.76,180,454872
32.0,34.86,190,207966
32.1,34.94,200,163883
32.3,35.03,210,158897
32.4,35.1,220,159894
32.5,35.21,230,108490
32.7,35.41,240,437946
32.8,35.48,250,214103
33.0,35.51,260,151013
33.1,35.7,270,165726
33.2,35.72,280,300018
33.3,35.87,290,376583
33.5,35.98,300,66394
33.6,36.12,310,380567
33.8,36.18,320,219095
33.9,36.28,330,114133
34.0,36.37,340,371928
34.1,36.46,363,928604
34.1,36.46,364,140941
34.3,36.39,370,145133
34.4,36.47,380,32677
34.5,36.85,390,587843
34.6,37.08,400,151901
34.8,37.33,410,125775
34.9,37.55,420,254780
35.0,37.68,430,185576
35.1,37.84,454,413269
35.1,37.84,454,626940
35.4,37.92,460,57511
35.5,37.41,470,59361
35.6,37.43,480,9029
35.7,37.29,490,47133
35.8,37.29,500,341124
35.9,37.25,510,72175
36.0,37.3,520,44971
36.0,37.21,530,223316
36.1,37.29,550,533785
36.1,37.29,551,107306
36.1,36.84,560,106448
36.2,36.62,570,435066
36.3,36.49,580,20138
36.3,36.33,590,40010
36.3,36.19,600,15901
36.3,36.09,610,162333
36.3,35.99,620,208699
36.3,35.96,641,384185
36.3,35.96,641,597944
36.2,36.08,650,206912
36.2,36.39,660,615034
36.2,36.65,670,120873
36.2,36.83,680,77705
36.2,37.01,690,96201
36.2,37.15,700,85768
36.3,37.28,710,245334
36.3,37.23,720,208548
36.3,37.27,730,72066
36.4,37.31,755,273992
36.4,37.31,755,674671
36.5,37.12,760,474230
36.5,36.85,770,63436
36.5,36.57,780,53418
36.5,36.37,790,120957
36.5,36.26,800,164158
36.5,36.16,810,30707
36.5,36.03,820,494378
36.4,35.97,845,333426
36.4,35.97,845,545798
36.4,35.84,850,61367
36.3,36.18,860,188531
36.3,36.55,870,345971
36.3,36.79,880,79051
36.3,37.0,890,124677
36.3,37.15,900,119456
36.4,37.27,910,83697
36.4,37.42,920,73905
36.5,37.26,945,148993
36.5,37.26,945,365612
36.5,37.17,951,67016
36.5,36.89,960,101928
36.5,36.63,970,238518
36.5,36.47,980,110360
36.5,36.35,990,38949
36.5,36.39,1000,192529
36.5,36.37,1010,137017
36.5,36.42,1035,107092
36.5,36.42,1035,323190
36.5,36.18,1040,7504
36.5,36.54,1050,173748
36.5,37.01,1060,294377
36.5,37.19,1070,645239
36.5,37.31,1080,37130
36.5,37.34,1090,326552
36.5,37.45,1100,119183
36.6,37.6,1125,971771
36.6,37.6,1126,189160
36.6,37.43,1130,132728
36.6,37.05,1140,8124
36.7,36.79,1150,182492
36.6,36.6,1160,184680
36.7,36.45,1170,909882
36.6,36.34,1180,340147
36.6,36.22,1190,133782
36.6,36.15,1216,936349
36.6,36.15,1217,91597
36.6,36.02,1220,61596
36.5,36.37,1230,22821
36.5,36.74,1240,155980
36.5,36.97,1250,26920
36.5,37.17,1260,42517
36.5,37.34,1270,37454
36.6,37.46,1280,351228
36.6,37.59,1290,373905
36.6,37.68,1300,58191
36.7,37.74,1325,42022
36.7,37.74,1325,254447
36.8,37.4,1330,169861
36.8,37.09,1340,98300
36.8,36.82,1350,383829
36.8,36.69,1360,361095
36.8,36.56,1370,53670
36.8,36.46,1380,89465
36.8,36.37,1390,189526
36.8,36.26,1414,981864
36.8,36.26,1415,404379
36.6,36.17,1420,200414
36.6,36.57,1430,161900
36.6,36.87,1440,89401
36.6,37.13,1450,27671
36.6,37.27,1460,200608
36.6,37.43,1470,14440
36.7,37.61,1480,178645
36.7,37.55,1505,21836
36.7,37.55,1505,238230
36.8,37.46,1510,673706
36.8,37.21,1520,97821
36.8,37.15,1530,75909
36.8,37.03,1540,191840
36.8,37.0,1550,96813
36.8,37.07,1560,241968
36.9,37.06,1570,148850
36.9,37.07,1580,53154
36.9,37.09,1590,157073
36.9,37.08,1600,486824
36.9,37.02,1610,71513
36.9,37.07,1620,16323
36.9,37.01,1630,63734
36.9,37.07,1640,44537
36.9,36.98,1650,137374
36.9,37.04,1660,241426
36.9,36.96,1670,246903
36.9,37.09,1680,322774
36.9,36.98,1690,312035
36.9,37.04,1700,106840
36.9,36.95,1710,26598
36.9,37.04,1720,154774
36.9,36.97,1730,238803
36.9,37.02,1740,142771
36.9,36.94,1750,75831
36.9,37.0,1760,72610
36.9,37.0,1770,98945
36.9,37.06,1780,15856
36.9,37.03,1790,178013
36.9,37.03,1800,225527
36.9,36.98,1810,203279
36.9,37.02,1820,7916
36.9,36.97,1830,54632
36.9,37.03,1840,311192
36.9,36.96,1850,51853
36.9,37.05,1860,204269
36.9,36.97,1870,70560
36.9,37.02,1880,63698
36.9,36.94,1890,189543
36.9,37.02,1900,23849
36.9,36.97,1910,13631
36.9,37.0,1920,12095
36.9,37.06,1930,588340
37.0,37.02,1940,503280
36.9,37.15,1950,106860
36.9,37.02,1960,90191
37.0,37.04,1970,119668
37.0,36.98,1980,57855
37.0,37.05,1990,152496
37.0,37.04,2000,109460
37.0,37.04,2010,259003
37.0,37.02,2020,150323
37.0,37.04,2030,275593
37.0,37.07,2040,81368
37.0,37.06,2050,50346
37.0,37.02,2060,65056
37.0,37.05,2070,234989
37.0,37.0,2080,10726
37.0,37.03,2090,156609
37.0,37.06,2100,318027
37.0,37.09,2110,516950
37.0,37.04,2120,531479
37.0,37.07,2130,71233
37.0,36.99,2140,55651
37.0,37.04,2150,165714
37.0,37.04,2160,125811
37.0,37.04,2170,455931
37.0,37.0,2180,81277
37.0,36.99,2190,193650
37.0,37.02,2200,336530
37.0,37.02,2210,67859
37.0,37.0,2220,207695
37.0,37.04,2230,161222
37.0,36.94,2240,379722
37.0,37.03,2250,160986
37.0,36.91,2260,150055
37.0,37.05,2270,66594
37.0,36.96,2280,193091
37.0,37.06,2290,159513
37.0,36.94,2300,63161
37.0,37.03,2310,74504
37.0,36.99,2320,194323
37.0,36.97,2330,296710
37.0,37.02,2340,306032
