25.6,0.0,12,881150
37,27.67,20,131919
37,27.67,30,121480
25.9,27.92,40,15837
26.0,28.22,50,157780
26.1,28.5,60,53119
26.3,28.76,70,120114
26.5,29.01,80,149818
26.6,29.28,90,16645
26.8,29.53,100,88692
37,29.74,110,178809
27.1,29.99,120,14738
27.3,30.23,130,7836
27.5,30.44,140,82986
27.7,30.65,150,146132
27.9,30.93,160,143158
28.1,31.12,170,129883
37,31.36,180,49725
37,31.61,190,166040
28.7,31.82,200,134253
37,32.06,210,122998
29.1,32.26,220,159494
29.3,32.45,230,38290
29.5,32.63,240,124638
37,32.88,250,164651
30.0,33.03,260,191079
30.1,33.2,270,65728
30.3,33.38,280,131923
37,33.54,290,96786
30.8,33.76,300,128901
31.0,33.98,310,133285
37,34.09,320,99428
31.3,34.16,330,169662
31.5,34.29,340,160392
31.6,34.39,350,137227
37,34.5,360,7029
32.0,34.59,370,51378
32.2,34.76,380,77095
32.3,34.93,390,67022
32.5,35.06,400,69134
32.6,35.12,410,195082
32.8,35.33,420,179719
37,35.44,430,17710
33.1,35.59,440,65630
33.3,35.64,450,110387
37,35.76,460,124918
33.6,35.94,470,131415
33.7,36.05,480,133741
33.9,36.13,490,124004
34.0,36.29,500,79820
34.1,36.41,510,88097
34.3,36.53,520,127971
34.5,36.69,530,160362
34.6,36.8,540,144947
37,36.83,550,8878
37,36.87,560,181286
35.0,36.89,570,7460
35.1,36.85,580,209763
37,36.86,590,191544
