30.3,0.0,12,811075
30.4,31.98,20,276489
30.5,32.21,30,361346
30.5,32.54,40,139198
30.6,32.8,50,239071
30.8,33.08,60,66743
31.0,33.25,70,167972
31.1,33.38,80,199701
31.2,33.56,90,166091
31.4,33.7,100,118191
31.5,33.86,110,162517
31.6,34.0,120,113551
31.8,34.13,130,259328
32.0,34.22,140,168894
32.1,34.33,150,127316
32.3,34.54,160,55793
32.4,34.7,170,606872
32.5,34.75,180,198042
32.7,34.92,190,167834
32.8,35.06,200,317748
33.0,35.21,210,248716
33.1,35.33,220,217543
33.3,35.46,230,229323
33.4,35.55,240,80662
33.5,35.69,250,46933
33.7,35.84,260,171804
33.8,35.94,270,72184
34.0,36.12,280,79927
