0,0.0,0,187740
27.94,0.0,12,734456
27.94,0.0,12,737668
29.88,0.0,12,740804
0,0.0,12,744495
29.88,0.0,12,748297
29.88,0.0,12,751540
29.94,0.0,12,755174
29.94,0.0,12,758463
29.94,0.0,12,762039
29.94,0.0,12,767503
0,0.0,12,770724
0,0.0,12,773735
29.94,0.0,12,776792
0,0.0,12,780110
0,0.0,12,783177
29.94,0.0,12,786248
29.94,0.0,12,789314
29.94,0.0,12,792195
29.94,0.0,12,795400
0,0.0,12,798554
29.94,0.0,12,803936
29.94,0.0,12,807949
29.94,0.0,12,811107
0,0.0,12,814203
29.94,0.0,12,817268
0,0.0,12,820406
29.94,0.0,12,823466
29.94,0.0,12,826615
29.94,0.0,12,831694
29.94,0.0,12,836003
29.94,0.0,12,839326
29.94,0.0,12,842505
29.94,0.0,12,845611
0,0.0,12,848836
29.94,0.0,12,851925
29.94,0.0,12,855122
0,0.0,12,858321
29.94,0.0,12,863917
29.94,0.0,12,867868
29.94,0.0,12,870994
29.94,0.0,12,874134
29.94,0.0,12,877243
29.94,0.0,12,880391
29.94,0.0,12,883515
29.94,0.0,12,886607
0,0.0,12,890663
29.94,0.0,12,896131
29.94,0.0,12,899283
29.94,0.0,12,902393
29.94,0.0,12,905479
29.94,0.0,12,908666
29.94,0.0,12,911748
29.94,0.0,12,914857
29.94,0.0,12,917999
29.94,0.0,12,921995
29.94,0.0,12,927330
29.94,0.0,12,930523
29.94,0.0,12,933621
0,0.0,12,936643
29.94,0.0,12,939824
29.94,0.0,12,942912
29.94,0.0,12,946111
29.94,0.0,12,949245
29.94,0.0,12,954856
29.94,0.0,12,958748
0,0.0,12,961825
29.94,0.0,12,964898
29.94,0.0,12,968000
29.94,0.0,12,971146
29.94,0.0,12,974219
29.94,0.0,12,977431
29.94,0.0,12,980891
29.94,0.0,12,986503
29.94,0.0,12,989683
29.94,0.0,12,992753
0,0.0,12,995887
29.94,0.0,12,999017
29.94,0.0,13,19849
29.94,0.0,13,158024
29.94,0.0,13,330006
29.94,0.0,13,503006
29.94,0.0,13,678754
29.94,0.0,13,813261
29.94,0.0,13,986817
29.94,32.52,14,162553
29.94,32.52,14,334564
0,32.52,14,448820
29.94,32.52,14,625876
29.94,32.52,14,702820
30.0,32.39,16,914604
0,32.39,17,86551
30.0,32.39,17,258628
29.94,32.39,17,398151
29.94,32.39,17,569899
29.94,32.39,17,746812
29.94,32.39,17,918810
29.94,32.39,18,53064
29.94,32.39,18,230128
29.94,32.39,18,402157
29.94,32.39,18,574023
30.0,32.39,18,712307
30.0,32.32,18,885558
30.0,32.32,19,57286
30.0,32.32,19,233057
29.94,32.32,19,368957
0,32.32,19,524187
29.94,32.32,19,696160
29.94,32.32,19,867498
30.0,32.32,20,27012
30.0,32.32,20,199547
30.0,32.32,20,371538
30.0,32.32,20,543536
30.0,32.32,20,683060
30.0,32.32,20,854788
30.0,32.32,21,30618
30.0,32.32,21,202564
30.0,32.32,21,338066
30.0,32.26,21,514971
30.0,32.26,21,686991
30.0,32.26,21,859121
30.0,32.26,21,997307
30.0,32.26,22,169325
30.0,32.26,22,341299
30.0,32.26,22,518437
30.0,32.26,22,652528
30.0,32.26,22,829532
30.0,32.26,23,1973
30.0,32.26,23,173540
30.0,32.26,23,313072
30.0,32.21,23,484991
30.0,32.21,23,656996
30.0,32.21,23,829026
30.0,32.21,23,967298
30.0,32.21,24,139366
0,32.21,24,300041
30.0,32.21,24,472019
30.0,32.21,24,627813
30.0,32.21,24,799782
30.0,32.21,24,971828
30.0,32.21,25,143787
30.0,32.23,25,282050
30.0,32.23,25,454031
30.0,32.23,25,627065
30.0,32.23,25,802787
0,32.23,25,938597
30.0,32.23,26,114305
30.0,32.23,26,286262
30.0,32.23,26,458355
30.0,32.23,26,597893
30.0,32.23,26,769812
30.0,32.23,26,941815
30.0,32.25,27,113814
30.0,32.25,27,253314
30.0,32.25,27,425123
30.0,32.25,27,596921
0,32.25,27,748904
30.0,32.25,27,908186
30.0,32.25,28,83898
0,32.25,28,255893
30.0,32.25,28,427795
30.0,32.25,28,567319
0,32.25,28,723010
30.0,32.28,28,895027
30.0,32.28,29,66800
30.0,32.28,29,222271
30.0,32.28,29,395329
30.0,32.28,29,571004
30.0,32.28,29,743031
30.0,32.28,29,882905
30.0,32.28,30,54780
0,32.28,30,226004
30.0,32.28,30,398013
30.0,32.28,30,537515
30.0,32.28,30,709803
30.0,32.28,30,885508
30.0,32.28,31,58432
30.0,32.28,31,193036
30.0,32.28,31,368814
30.0,32.28,31,540787
30.0,32.36,33,753441
0,32.36,33,906275
30.0,32.36,34,77027
30.0,32.36,34,236327
30.0,32.36,34,409318
30.0,32.36,34,582660
30.0,32.36,34,754614
30.0,32.36,34,895580
30.0,32.36,35,67902
30.0,32.36,35,239529
30.0,32.41,35,415266
30.0,32.41,35,550990
0,32.41,35,722785
30.0,32.41,35,898668
30.0,32.41,36,70635
30.0,32.41,36,210051
30.0,32.41,36,378108
30.0,32.41,36,553773
30.0,32.41,36,725777
30.0,32.41,36,865139
30.0,32.41,37,37080
30.0,32.43,37,210139
0,32.43,37,385939
0,32.43,37,504117
30.0,32.43,37,677152
0,32.43,37,831690
30.0,32.43,38,4927
0,32.43,38,143144
30.0,32.43,38,315152
30.0,32.43,38,487171
30.0,32.43,38,659743
30.0,32.43,38,798698
30.0,32.43,38,970428
30.0,32.46,39,147409
30.0,32.46,39,319429
0,32.46,39,453643
30.0,32.46,39,630675
30.0,32.46,39,802625
30.0,32.46,39,974732
30.0,32.46,40,114152
30.0,32.46,40,285809
30.0,32.46,40,458009
30.0,32.46,40,633770
30.0,32.46,40,767992
0,32.5,40,928722
30.0,32.5,41,100753
30.0,32.5,41,272491
30.0,32.5,41,428260
30.0,32.5,41,600244
30.0,32.5,41,772925
30.0,32.5,41,944822
30.07,32.5,42,84325
30.07,32.5,42,256944
30.07,32.5,42,432162
30.07,32.5,42,604202
30.0,32.5,42,739684
30.0,32.5,42,915379
30.0,32.5,43,87411
30.0,32.5,43,259437
30.07,32.5,43,398939
30.07,32.5,43,570933
30.07,32.57,43,742914
30.07,32.57,43,914704
0,32.57,44,28888
0,32.57,44,184669
30.0,32.57,44,356403
0,32.57,44,528425
30.07,32.57,44,689167
30.07,32.57,44,861173
30.07,32.57,45,33251
30.07,32.57,45,204943
30.07,32.57,45,344524
30.07,32.62,45,516176
30.07,32.62,45,691946
30.07,32.62,45,863929
30.07,32.62,46,3451
30.07,32.62,46,175445
30.07,32.62,46,347487
30.07,32.62,46,519309
30.07,32.62,46,658778
30.07,32.62,46,830823
30.07,32.62,47,2826
30.07,32.62,47,174813
30.07,32.62,47,314083
30.07,32.65,47,485851
30.07,32.65,47,662861
30.07,32.65,47,834773
30.07,32.65,47,973109
30.07,32.65,48,145175
30.07,32.65,48,318110
30.07,32.7,50,528801
30.07,32.7,50,701955
0,32.7,50,857579
0,32.7,51,12948
0,32.73,51,163483
30.0,32.73,51,335234
30.0,32.73,51,512781
30.07,32.73,51,672324
0,32.73,51,828161
30.07,32.73,52,43
30.07,32.73,52,172070
0,32.73,52,302787
30.07,32.73,52,474565
30.07,32.73,52,651704
0,32.73,52,802080
30.07,32.79,52,962833
30.07,32.79,53,134817
30.07,32.79,53,306891
30.07,32.79,53,479024
30.07,32.79,53,618165
30.07,32.79,53,790161
30.07,32.79,53,961566
0,32.79,54,117296
30.07,32.79,54,273664
30.07,32.79,54,448520
30.07,32.79,54,620452
30.07,32.86,54,793686
30.07,32.86,54,931930
30.07,32.86,55,103952
30.07,32.86,55,275975
30.07,32.86,55,452969
30.07,32.86,55,587453
30.07,32.86,55,759452
0,32.86,55,931415
0,32.86,56,103472
0,32.86,56,226567
30.07,32.86,56,398624
30.07,32.86,56,570588
30.07,32.86,56,742578
0,32.86,56,862858
30.07,32.86,57,33854
0,32.86,57,205778
30.07,32.86,57,377591
30.07,32.93,57,520828
30.07,32.93,57,692807
0,32.93,57,848559
30.07,32.93,58,20602
30.07,32.93,58,176331
0,32.93,58,348092
30.07,32.93,58,523828
30.07,32.93,58,695844
30.13,32.93,58,835505
30.13,32.93,59,7332
30.13,32.93,59,179346
30.13,33.0,59,351340
0,33.0,59,465778
30.13,33.0,59,638939
30.13,33.0,59,810978
0,33.0,59,961738
30.13,33.0,60,126200
30.13,33.0,60,298249
30.13,33.0,60,470190
30.13,33.0,60,642198
30.13,33.0,60,781723
30.13,33.0,60,953462
30.13,33.0,61,129428
30.13,33.06,61,300896
30.13,33.06,61,437441
30.13,33.06,61,612940
30.13,33.06,61,784930
0,33.06,61,945904
30.13,33.06,62,97993
0,33.06,62,247939
30.13,33.06,62,419922
30.13,33.06,62,591943
30.13,33.06,62,751429
0,33.06,62,910884
30.13,33.1,63,83149
30.13,33.1,63,254663
30.13,33.1,63,410419
30.13,33.1,63,582455
30.13,33.1,63,754417
0,33.1,63,927401
30.13,33.1,64,65666
30.13,33.1,64,237709
0,33.1,64,389435
30.13,33.1,64,565196
30.13,33.1,64,721930
30.13,33.12,64,893671
30.13,33.12,65,65417
30.13,33.12,67,277217
30.13,33.12,67,449167
30.13,33.12,67,621181
30.13,33.14,67,760666
30.13,33.14,67,933002
30.13,33.14,68,104803
30.13,33.14,68,280454
30.13,33.14,68,416176
0,33.14,68,587915
30.13,33.14,68,763655
0,33.14,68,841937
30.13,33.14,69,13969
30.13,33.14,69,185695
0,33.14,69,345138
0,33.18,69,501069
30.13,33.18,69,672933
30.13,33.18,69,844926
0,33.18,70,13933
30.13,33.18,70,190045
30.13,33.18,70,328616
30.13,33.18,70,500606
30.13,33.18,70,673631
30.13,33.18,70,849402
30.13,33.18,70,984938
30.13,33.18,71,160603
30.13,33.18,71,238778
30.13,33.21,71,410438
30.13,33.21,71,586765
30.13,33.21,71,757785
30.13,33.21,71,930128
30.13,33.21,72,101621
0,33.21,72,224983
30.13,33.21,72,397080
30.13,33.21,72,568455
