30.82,0.0,0,695540
30.88,0.0,11,288614
30.88,0.0,11,292082
30.88,0.0,11,295425
0,0.0,11,299049
30.88,0.0,11,302913
30.88,0.0,11,306290
30.88,0.0,11,309650
30.88,0.0,11,313138
30.88,0.0,11,317214
30.88,0.0,11,323222
30.88,0.0,11,326577
0,0.0,11,329900
30.88,0.0,11,333294
30.94,0.0,11,336622
30.94,0.0,11,339968
30.94,0.0,11,343406
30.94,0.0,11,864145
0,0.0,12,524068
0,33.07,13,158619
0,33.07,13,789335
30.94,33.07,14,448843
30.94,33.03,15,104717
30.94,33.03,15,763899
30.94,33.03,16,418222
30.94,32.98,17,74260
30.94,32.98,17,733723
30.94,32.98,18,389460
30.94,32.97,19,48990
0,32.97,19,703431
0,32.97,20,339214
30.94,32.97,20,993491
30.94,32.97,21,652963
30.94,32.97,22,308470
30.94,32.97,22,967986
30.94,32.97,23,623756
30.94,32.97,24,284077
30.94,32.97,24,939660
30.94,32.97,25,595236
30.94,32.97,26,252398
30.94,32.97,26,908540
30.94,33.02,27,568447
30.94,33.02,28,224177
30.94,33.05,28,878251
0,33.05,29,537419
30.94,33.05,30,193260
30.94,33.05,30,852754
30.94,33.1,31,508524
31.0,33.1,32,167949
31.0,33.18,32,822540
30.94,33.18,33,477971
30.94,33.18,34,137489
31.0,33.18,34,793291
31.0,33.24,35,452947
31.0,33.24,36,107463
30.94,33.24,36,762631
30.94,33.3,37,422090
30.88,33.3,38,78342
30.88,33.33,38,737868
30.88,33.33,39,391873
0,33.33,40,48061
30.88,33.33,40,707601
30.82,33.37,41,363255
30.75,33.37,42,24086
30.75,33.42,42,677466
30.69,33.42,43,337046
30.63,33.42,43,993228
30.63,33.42,44,646768
30.63,33.44,45,306374
30.57,33.44,45,962020
30.57,33.48,46,621977
30.57,33.48,47,278973
30.57,33.48,47,931521
30.57,33.48,48,591488
30.57,33.51,49,248162
30.57,33.51,49,906515
30.57,33.51,50,562252
30.57,33.56,51,221737
30.57,33.56,51,876251
30.57,33.56,52,531725
30.57,33.57,53,191324
30.57,33.57,53,847421
0,33.57,54,490245
0,33.64,55,121673
0,33.64,55,758876
0,33.64,56,414277
0,33.64,57,58272
30.63,33.68,57,717532
30.63,33.68,58,372824
0,33.69,59,11265
0,33.69,61,687070
30.69,33.69,62,346038
0,33.7,62,984317
30.69,33.7,63,639989
30.75,33.7,64,299730
30.75,33.7,64,954196
30.75,33.75,65,613835
0,33.75,66,252854
30.82,33.77,66,908519
30.82,33.77,67,568700
30.82,33.77,68,222767
30.82,33.81,68,878080
30.82,33.81,69,541676
30.88,33.81,70,193904
30.88,33.81,70,852211
30.88,33.87,71,511026
30.88,33.87,72,163509
30.94,33.87,72,823762
30.94,33.87,73,479088
0,33.87,74,116761
30.94,33.87,74,772548
30.94,33.9,75,432081
30.94,33.9,76,87786
0,33.9,76,741876
31.0,33.92,77,401277
31.0,33.92,78,57502
31.07,33.95,78,717559
31.07,33.95,79,372907
31.07,33.95,80,27102
0,33.97,80,686548
31.07,33.97,81,342055
31.13,33.97,82,1571
31.13,33.97,82,658052
31.13,34.0,83,316255
31.13,34.0,83,971274
31.13,34.0,84,626728
31.19,34.02,85,286246
31.19,34.02,85,942022
31.19,34.02,86,602802
31.19,34.06,87,256958
0,34.06,87,911065
31.25,34.06,88,571073
31.25,34.05,89,226406
31.25,34.05,89,886427
31.25,34.05,90,542035
31.25,34.07,91,202948
31.25,34.07,91,855991
0,34.07,92,491757
0,34.06,93,146470
31.32,34.06,93,802466
31.32,34.06,94,462193
31.38,34.06,95,116201
31.38,34.05,95,776129
31.38,34.05,96,433798
0,34.05,97,91318
31.44,34.06,97,746497
31.44,34.06,98,401110
31.44,34.13,99,60546
31.44,34.13,99,716186
31.44,34.13,100,375338
31.5,34.13,101,31700
31.5,34.13,101,691205
31.5,34.13,102,345927
31.5,34.18,103,1199
0,34.18,103,635733
