23.6,0.0,10,496145
23.7,25.19,20,726558
23.8,25.49,30,152202
23.9,25.85,40,364138
24.0,26.08,50,591133
24.1,26.41,60,758611
24.3,26.64,70,125909
24.5,26.94,80,326380
24.6,27.17,90,501564
24.8,27.46,100,700513
37,27.59,110,84599
37,27.9,120,244252
25.3,28.15,130,555165
25.5,28.36,140,3219
25.7,28.62,150,274153
37,28.91,160,445013
26.1,29.14,170,650560
26.3,29.36,180,50580
37,29.61,190,246053
37,29.91,200,415599
26.9,30.14,210,603192
27.1,30.34,220,53891
27.3,30.59,230,290000
37,30.79,240,458548
27.7,31.06,250,645222
27.9,31.25,260,70010
28.1,31.46,270,246390
28.3,31.71,280,436029
37,31.91,290,618981
28.8,32.12,300,40802
37,32.39,310,251995
29.1,32.55,320,155909
29.4,32.79,330,542388
