Date;Time;TZ;Speed Current[rpm];Speed Objective[rpm];System Temperature[°C];Frequency[Hz];Date;Time;TZ;FERM Temp Current[°C];FERM Temp Objective[°C];BATH Temp[°C];BATH Temp Objective[°C];Pump Step;Date;Time;TZ;FERM pH Current[no dim.];Ferm pH Objective[no dim.];ACID Volume[mL];BASE Volume[mL]
2018-11-28;05:23:40:094596;-03:00;399.2;400;0.002;20.20001;2018-11-28;05:23:05:499596;-03:00;42.0;42;42.0;42.0;5;2018-11-28;05:22:55:644790;-03:00;6.7519999999999998;6.7999999999999998;0.0028;0.0
2018-11-28;05:23:50:048458;-03:00;400.27;400;0.002;20.20013;2018-11-28;05:23:16:381570;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:23:04:262645;-03:00;6.7619999999999996;6.7999999999999998;0.0028;0.0
2018-11-28;05:24:00:003520;-03:00;400.53;400;0.002;20.20022;2018-11-28;05:23:25:597339;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:23:15:882483;-03:00;6.7599999999999998;6.7999999999999998;0.0028;0.0
2018-11-28;05:24:10:103088;-03:00;400.53;400;0.002;20.20003;2018-11-28;05:23:35:641502;-03:00;42.0;42;42.09;42.0;5;2018-11-28;05:23:25:500180;-03:00;6.7599999999999998;6.7999999999999998;0.0028;0.0
2018-11-28;05:24:20:058970;-03:00;398.94;400;0.002;20.20003;2018-11-28;05:23:45:011794;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:23:34:117839;-03:00;6.7619999999999996;6.7999999999999998;0.0028;0.0
2018-11-28;05:24:30:013991;-03:00;399.73;400;0.002;20.20012;2018-11-28;05:23:56:591069;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:23:45:734219;-03:00;6.7619999999999996;6.7999999999999998;0.0028;0.0
2018-11-28;05:24:40:113551;-03:00;399.73;400;0.002;20.20015;2018-11-28;05:24:05:143079;-03:00;42.0;42;42.0;42.0;5;2018-11-28;05:23:54:351854;-03:00;6.7610000000000001;6.7999999999999998;0.0028;0.0
2018-11-28;05:24:50:069728;-03:00;399.47;400;0.002;20.20012;2018-11-28;05:24:15:969098;-03:00;42.0;42;42.09;42.0;5;2018-11-28;05:24:05:969578;-03:00;6.7629999999999999;6.7999999999999998;0.0028;0.0
2018-11-28;05:25:00:024027;-03:00;400.0;400;0.002;20.20037;2018-11-28;05:24:25:347643;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:24:15:585785;-03:00;6.7619999999999996;6.7999999999999998;0.0028;0.0
2018-11-28;05:25:10:120893;-03:00;400.27;400;0.002;20.20012;2018-11-28;05:24:35:451890;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:24:24:203331;-03:00;6.758;6.7999999999999998;0.0028;0.0
2018-11-28;05:25:20:078083;-03:00;400.27;400;0.002;20.2001;2018-11-28;05:24:45:966532;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:24:35:823869;-03:00;6.7690000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:25:30:027909;-03:00;400.27;400;0.002;20.19999;2018-11-28;05:24:55:463927;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:24:44:441511;-03:00;6.7690000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:25:40:130837;-03:00;400.27;400;0.002;20.20006;2018-11-28;05:25:05:705195;-03:00;42.0;42;42.04;42.0;5;2018-11-28;05:24:54:058149;-03:00;6.7709999999999999;6.7999999999999998;0.00293;0.0
2018-11-28;05:25:50:089946;-03:00;400.27;400;0.002;20.20007;2018-11-28;05:25:15:058813;-03:00;42.0;42;42.09;42.0;5;2018-11-28;05:25:05:675854;-03:00;6.7690000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:26:00:035451;-03:00;400.27;400;0.002;20.2;2018-11-28;05:25:25:180107;-03:00;42.0;42;42.11;42.0;5;2018-11-28;05:25:14:292491;-03:00;6.7670000000000003;6.7999999999999998;0.00293;0.0
2018-11-28;05:26:10:138886;-03:00;400.27;400;0.002;20.20006;2018-11-28;05:25:36:165243;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:25:25:909629;-03:00;6.7649999999999997;6.7999999999999998;0.00293;0.0
2018-11-28;05:26:20:093705;-03:00;399.73;400;0.002;20.20009;2018-11-28;05:25:46:937737;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:25:35:527381;-03:00;6.7649999999999997;6.7999999999999998;0.00293;0.0
2018-11-28;05:26:30:044274;-03:00;400.0;400;0.002;20.20011;2018-11-28;05:25:55:369797;-03:00;42.0;42;42.11;42.0;5;2018-11-28;05:25:44:144973;-03:00;6.7640000000000002;6.7999999999999998;0.00293;0.0
2018-11-28;05:26:40:148231;-03:00;400.27;400;0.002;20.19999;2018-11-28;05:26:05:474581;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:25:55:761411;-03:00;6.7699999999999996;6.7999999999999998;0.00293;0.0
2018-11-28;05:26:50:103766;-03:00;399.73;400;0.002;20.20019;2018-11-28;05:26:17:119338;-03:00;42.0;42;42.14;42.0;5;2018-11-28;05:26:04:379217;-03:00;6.7610000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:27:00:056208;-03:00;398.67;400;0.002;20.20005;2018-11-28;05:26:25:696353;-03:00;42.0;42;42.13;42.0;5;2018-11-28;05:26:14:000659;-03:00;6.7670000000000003;6.7999999999999998;0.00293;0.0
2018-11-28;05:27:10:008062;-03:00;400.27;400;0.002;20.20006;2018-11-28;05:26:35:136684;-03:00;42.0;42;42.09;42.0;5;2018-11-28;05:26:25:617028;-03:00;6.7930000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:27:20:111347;-03:00;399.73;400;0.002;20.20007;2018-11-28;05:26:45:191841;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:26:34:234675;-03:00;6.7960000000000003;6.7999999999999998;0.00293;0.0
2018-11-28;05:27:30:067383;-03:00;400.0;400;0.002;20.20002;2018-11-28;05:26:55:337519;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:26:45:852307;-03:00;6.7960000000000003;6.7999999999999998;0.00293;0.0
2018-11-28;05:27:40:018118;-03:00;399.73;400;0.002;20.20012;2018-11-28;05:27:07:000636;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:26:54:468816;-03:00;6.7919999999999998;6.7999999999999998;0.00293;0.0
2018-11-28;05:27:50:116413;-03:00;400.27;400;0.002;20.20011;2018-11-28;05:27:16:144537;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:27:04:086480;-03:00;6.7910000000000004;6.7999999999999998;0.00293;0.0
2018-11-28;05:28:00:075463;-03:00;398.94;400;0.002;20.20003;2018-11-28;05:27:27:153856;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:27:15:704158;-03:00;6.79;6.7999999999999998;0.00293;0.0
2018-11-28;05:28:10:028987;-03:00;400.0;400;0.002;20.20009;2018-11-28;05:27:35:247042;-03:00;42.0;42;42.04;42.0;5;2018-11-28;05:27:24:320510;-03:00;6.79;6.7999999999999998;0.00293;0.0
2018-11-28;05:28:20:126988;-03:00;400.27;400;0.002;20.20011;2018-11-28;05:27:48:903590;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:27:35:938327;-03:00;6.79;6.7999999999999998;0.00293;0.0
2018-11-28;05:28:30:082850;-03:00;400.53;400;0.002;20.20012;2018-11-28;05:27:57:443318;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:27:45:555666;-03:00;6.79;6.7999999999999998;0.00293;0.0
2018-11-28;05:28:40:031041;-03:00;400.0;400;0.002;20.20003;2018-11-28;05:28:05:245265;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:27:54:173394;-03:00;6.7880000000000003;6.7999999999999998;0.00293;0.0
2018-11-28;05:28:50:137951;-03:00;400.0;400;0.002;20.20003;2018-11-28;05:28:15:321128;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:28:05:789658;-03:00;6.7889999999999997;6.7999999999999998;0.00293;0.0
2018-11-28;05:29:00:090728;-03:00;400.27;400;0.002;20.20013;2018-11-28;05:28:25:417263;-03:00;42.0;42;42.11;42.0;5;2018-11-28;05:28:14:407424;-03:00;6.782;6.7999999999999998;0.00293;0.0
2018-11-28;05:29:10:037127;-03:00;400.27;400;0.002;20.20008;2018-11-28;05:28:36:213874;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:28:24:025033;-03:00;6.79;6.7999999999999998;0.00293;0.0
2018-11-28;05:29:20:143844;-03:00;399.47;400;0.002;20.20006;2018-11-28;05:28:46:321860;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:28:35:641220;-03:00;6.7869999999999999;6.7999999999999998;0.00293;0.0
2018-11-28;05:29:30:093871;-03:00;400.27;400;0.002;20.20003;2018-11-28;05:28:56:427467;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:28:44:262905;-03:00;6.7850000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:29:40:047711;-03:00;400.0;400;0.002;20.20006;2018-11-28;05:29:05:845065;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:28:55:880415;-03:00;6.7850000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:29:50:004363;-03:00;400.53;400;0.002;20.19996;2018-11-28;05:29:15:206327;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:29:04:496809;-03:00;6.7850000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:30:00:101071;-03:00;400.0;400;0.002;20.20018;2018-11-28;05:29:25:293273;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:29:14:114685;-03:00;6.7839999999999998;6.7999999999999998;0.00293;0.0
2018-11-28;05:30:10:058102;-03:00;400.27;400;0.002;20.20002;2018-11-28;05:29:36:931025;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:29:25:732281;-03:00;6.7830000000000004;6.7999999999999998;0.00293;0.0
2018-11-28;05:30:20:011324;-03:00;400.0;400;0.002;20.20042;2018-11-28;05:29:45:482734;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:29:34:348836;-03:00;6.7830000000000004;6.7999999999999998;0.00293;0.0
2018-11-28;05:30:30:113240;-03:00;400.27;400;0.002;20.20006;2018-11-28;05:29:55:651703;-03:00;42.0;42;42.01;42.0;5;2018-11-28;05:29:45:966477;-03:00;6.7779999999999996;6.7999999999999998;0.00293;0.0
2018-11-28;05:30:40:063794;-03:00;399.2;400;0.002;20.2;2018-11-28;05:30:05:724718;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:29:55:583112;-03:00;6.7759999999999998;6.7999999999999998;0.00293;0.0
2018-11-28;05:30:50:017089;-03:00;398.94;400;0.002;20.20003;2018-11-28;05:30:15:768558;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:30:04:201113;-03:00;6.7800000000000002;6.7999999999999998;0.00293;0.0
2018-11-28;05:31:00:121536;-03:00;400.0;400;0.002;20.20004;2018-11-28;05:30:25:073174;-03:00;42.0;42;42.1;42.0;5;2018-11-28;05:30:15:818531;-03:00;6.7800000000000002;6.7999999999999998;0.00293;0.0
2018-11-28;05:31:10:069767;-03:00;400.27;400;0.002;20.20013;2018-11-28;05:30:37:050575;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:30:24:435136;-03:00;6.7770000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:31:20:027468;-03:00;400.0;400;0.002;20.20022;2018-11-28;05:30:47:616439;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:30:34:052764;-03:00;6.7770000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:31:30:126157;-03:00;400.27;400;0.002;20.20014;2018-11-28;05:30:55:390547;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:30:45:670498;-03:00;6.7770000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:31:40:077674;-03:00;400.27;400;0.002;20.20003;2018-11-28;05:31:05:466085;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:30:54:286873;-03:00;6.7770000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:31:50:030576;-03:00;400.53;400;0.002;20.2;2018-11-28;05:31:15:537932;-03:00;42.0;42;42.01;42.0;5;2018-11-28;05:31:05:904306;-03:00;6.774;6.7999999999999998;0.00293;0.0
2018-11-28;05:32:00:137600;-03:00;400.27;400;0.002;20.20018;2018-11-28;05:31:25:900350;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:31:15:522194;-03:00;6.7770000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:32:10:087443;-03:00;399.73;400;0.002;20.20008;2018-11-28;05:31:35:770819;-03:00;42.0;42;42.04;42.0;5;2018-11-28;05:31:24:142370;-03:00;6.7720000000000002;6.7999999999999998;0.00293;0.0
2018-11-28;05:32:20:038333;-03:00;400.27;400;0.002;20.2001;2018-11-28;05:31:48:182047;-03:00;42.0;42;42.11;42.0;5;2018-11-28;05:31:35:759939;-03:00;6.7720000000000002;6.7999999999999998;0.00293;0.0
2018-11-28;05:32:30:143001;-03:00;400.53;400;0.002;20.2;2018-11-28;05:31:55:618829;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:31:44:377700;-03:00;6.7679999999999998;6.7999999999999998;0.00293;0.0
2018-11-28;05:32:40:102825;-03:00;399.2;400;0.002;20.19998;2018-11-28;05:32:05:261173;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:31:55:993911;-03:00;6.7699999999999996;6.7999999999999998;0.00293;0.0
2018-11-28;05:32:50:050675;-03:00;400.27;400;0.002;20.20011;2018-11-28;05:32:16:180643;-03:00;42.0;42;42.13;42.0;5;2018-11-28;05:32:05:611717;-03:00;6.7690000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:33:00:000814;-03:00;400.0;400;0.002;20.20044;2018-11-28;05:32:27:526142;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:32:14:229445;-03:00;6.7699999999999996;6.7999999999999998;0.00293;0.0
2018-11-28;05:33:10:103638;-03:00;400.27;400;0.002;20.19997;2018-11-28;05:32:35:512444;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:32:25:845840;-03:00;6.7679999999999998;6.7999999999999998;0.00293;0.0
2018-11-28;05:33:20:057436;-03:00;399.2;400;0.002;20.2;2018-11-28;05:32:46:359956;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:32:34:463234;-03:00;6.766;6.7999999999999998;0.00293;0.0
2018-11-28;05:33:30:011778;-03:00;400.27;400;0.002;20.20001;2018-11-28;05:32:56:455210;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:32:44:080687;-03:00;6.766;6.7999999999999998;0.00293;0.0
2018-11-28;05:33:40:113339;-03:00;400.53;400;0.002;20.20017;2018-11-28;05:33:08:137204;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:32:55:698544;-03:00;6.766;6.7999999999999998;0.00293;0.0
2018-11-28;05:33:50:067092;-03:00;400.0;400;0.002;20.20006;2018-11-28;05:33:15:115687;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:33:04:314985;-03:00;6.7649999999999997;6.7999999999999998;0.00293;0.0
2018-11-28;05:34:00:017073;-03:00;400.27;400;0.002;20.20001;2018-11-28;05:33:25:291484;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:33:15:936323;-03:00;6.7649999999999997;6.7999999999999998;0.00293;0.0
2018-11-28;05:34:10:119398;-03:00;400.27;400;0.002;20.2;2018-11-28;05:33:36:189381;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:33:25:553966;-03:00;6.7640000000000002;6.7999999999999998;0.00293;0.0
2018-11-28;05:34:20:073728;-03:00;400.0;400;0.002;20.20002;2018-11-28;05:33:46:661579;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:33:34:170364;-03:00;6.7619999999999996;6.7999999999999998;0.00293;0.0
2018-11-28;05:34:30:027755;-03:00;400.27;400;0.002;20.20002;2018-11-28;05:33:55:701988;-03:00;42.0;42;42.11;42.0;5;2018-11-28;05:33:45:788098;-03:00;6.7610000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:34:40:132854;-03:00;398.67;400;0.002;20.2001;2018-11-28;05:34:05:755987;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:33:54:405732;-03:00;6.7670000000000003;6.7999999999999998;0.00293;0.0
2018-11-28;05:34:50:081729;-03:00;400.27;400;0.002;20.20009;2018-11-28;05:34:15:058492;-03:00;42.0;42;42.04;42.0;5;2018-11-28;05:34:04:023454;-03:00;6.7599999999999998;6.7999999999999998;0.00293;0.0
2018-11-28;05:35:00:033453;-03:00;400.27;400;0.002;20.20007;2018-11-28;05:34:25:318537;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:34:15:639869;-03:00;6.7619999999999996;6.7999999999999998;0.00293;0.0
2018-11-28;05:35:10:139670;-03:00;400.0;400;0.002;20.20004;2018-11-28;05:34:35:369552;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:34:24:257294;-03:00;6.758;6.7999999999999998;0.00293;0.0
2018-11-28;05:35:20:087408;-03:00;400.53;400;0.002;20.20001;2018-11-28;05:34:46:219398;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:34:35:875015;-03:00;6.7590000000000003;6.7999999999999998;0.00293;0.0
2018-11-28;05:35:30:041388;-03:00;400.27;400;0.002;20.19999;2018-11-28;05:34:56:344949;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:34:44:491613;-03:00;6.7560000000000002;6.7999999999999998;0.00293;0.0
2018-11-28;05:35:40:151252;-03:00;398.94;400;0.002;20.20003;2018-11-28;05:35:06:474995;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:34:54:113019;-03:00;6.7539999999999996;6.7999999999999998;0.00293;0.0
2018-11-28;05:35:50:099342;-03:00;400.0;400;0.002;20.20002;2018-11-28;05:35:15:705361;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:35:05:730659;-03:00;6.7530000000000001;6.7999999999999998;0.00293;0.0
2018-11-28;05:36:00:054112;-03:00;400.27;400;0.002;20.19999;2018-11-28;05:35:25:020830;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:35:14:347132;-03:00;6.7519999999999998;6.7999999999999998;0.00293;0.0
2018-11-28;05:36:10:007563;-03:00;400.0;400;0.002;20.20015;2018-11-28;05:35:35:026657;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:35:25:964785;-03:00;6.7510000000000003;6.7999999999999998;0.00307;0.0
2018-11-28;05:36:20:107083;-03:00;399.2;400;0.002;20.2;2018-11-28;05:35:45:158367;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:35:35:585075;-03:00;6.7569999999999997;6.7999999999999998;0.00307;0.0
2018-11-28;05:36:30:063314;-03:00;399.2;400;0.002;20.20001;2018-11-28;05:35:55:337292;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:35:44:202737;-03:00;6.7549999999999999;6.7999999999999998;0.00307;0.0
2018-11-28;05:36:40:013990;-03:00;400.53;400;0.002;20.2;2018-11-28;05:36:05:473693;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:35:55:819373;-03:00;6.7519999999999998;6.7999999999999998;0.00307;0.0
2018-11-28;05:36:50:124423;-03:00;400.53;400;0.002;20.20018;2018-11-28;05:36:16:297226;-03:00;42.0;42;42.04;42.0;5;2018-11-28;05:36:04:435862;-03:00;6.7610000000000001;6.7999999999999998;0.0032;0.0
2018-11-28;05:37:00:063100;-03:00;400.53;400;0.002;20.20004;2018-11-28;05:36:25:609164;-03:00;42.0;42;42.01;42.0;5;2018-11-28;05:36:14:052383;-03:00;6.7690000000000001;6.7999999999999998;0.0032;0.0
2018-11-28;05:37:10:021434;-03:00;400.0;400;0.002;20.20038;2018-11-28;05:36:35:680915;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:36:25:673699;-03:00;6.7590000000000003;6.7999999999999998;0.0032;0.0
2018-11-28;05:37:20:130678;-03:00;400.0;400;0.002;20.20018;2018-11-28;05:36:45:793726;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:36:34:291432;-03:00;6.758;6.7999999999999998;0.0032;0.0
2018-11-28;05:37:30:077012;-03:00;400.53;400;0.002;20.20002;2018-11-28;05:36:55:013820;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:36:45:908919;-03:00;6.7549999999999999;6.7999999999999998;0.0032;0.0
2018-11-28;05:37:40:029933;-03:00;399.2;400;0.002;20.20001;2018-11-28;05:37:05:093674;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:36:55:526785;-03:00;6.7619999999999996;6.7999999999999998;0.00333;0.00013
2018-11-28;05:37:50:135893;-03:00;399.2;400;0.002;20.20001;2018-11-28;05:37:15:242655;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:37:04:147838;-03:00;6.758;6.7999999999999998;0.00347;0.00013
2018-11-28;05:38:00:083072;-03:00;400.27;400;0.002;20.20014;2018-11-28;05:37:28:325152;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:37:15:764132;-03:00;6.7569999999999997;6.7999999999999998;0.00347;0.00013
2018-11-28;05:38:10:036215;-03:00;400.0;400;0.002;20.20009;2018-11-28;05:37:35:312059;-03:00;42.0;42;42.0;42.0;5;2018-11-28;05:37:24:381864;-03:00;6.7530000000000001;6.7999999999999998;0.00347;0.00013
2018-11-28;05:38:20:139235;-03:00;400.27;400;0.002;20.20008;2018-11-28;05:37:45:416704;-03:00;42.0;42;42.01;42.0;5;2018-11-28;05:37:35:999592;-03:00;6.7759999999999998;6.7999999999999998;0.00347;0.00013
2018-11-28;05:38:30:095233;-03:00;400.27;400;0.002;20.2;2018-11-28;05:37:56:332779;-03:00;42.0;42;42.01;42.0;5;2018-11-28;05:37:45:615988;-03:00;6.7670000000000003;6.7999999999999998;0.00347;0.00013
2018-11-28;05:38:40:047520;-03:00;400.27;400;0.002;20.20008;2018-11-28;05:38:05:233452;-03:00;42.0;42;42.01;42.0;5;2018-11-28;05:37:54:233707;-03:00;6.7649999999999997;6.7999999999999998;0.00347;0.00013
2018-11-28;05:38:50:150064;-03:00;400.27;400;0.002;20.20001;2018-11-28;05:38:15:696734;-03:00;42.0;42;42.0;42.0;5;2018-11-28;05:38:05:851193;-03:00;6.7599999999999998;6.7999999999999998;0.00347;0.00013
2018-11-28;05:39:00:100353;-03:00;400.27;400;0.002;20.19998;2018-11-28;05:38:25:101745;-03:00;42.0;42;42.04;42.0;5;2018-11-28;05:38:14:471657;-03:00;6.7599999999999998;6.7999999999999998;0.0036;0.00013
2018-11-28;05:39:10:201462;-03:00;399.47;400;0.002;20.20017;2018-11-28;05:38:35:202657;-03:00;42.0;42;42.02;42.0;5;2018-11-28;05:38:24:088156;-03:00;6.7690000000000001;6.7999999999999998;0.0036;0.00013
2018-11-28;05:39:20:006900;-03:00;400.53;400;0.002;20.20009;2018-11-28;05:38:47:583309;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:38:35:705700;-03:00;6.7690000000000001;6.7999999999999998;0.0036;0.00013
2018-11-28;05:39:30:113235;-03:00;400.53;400;0.002;20.19996;2018-11-28;05:38:59:158566;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:38:44:322364;-03:00;6.7649999999999997;6.7999999999999998;0.0036;0.00013
2018-11-28;05:39:40:062874;-03:00;398.67;400;0.002;20.20009;2018-11-28;05:39:06:912771;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:38:55:940069;-03:00;6.7679999999999998;6.7999999999999998;0.0036;0.00013
2018-11-28;05:39:50:013959;-03:00;398.67;400;0.002;20.20007;2018-11-28;05:39:15:406954;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:39:05:557546;-03:00;6.758;6.7999999999999998;0.0036;0.00013
2018-11-28;05:40:00:124480;-03:00;399.73;400;0.002;20.20016;2018-11-28;05:39:25:583651;-03:00;42.0;42;42.03;42.0;5;2018-11-28;05:39:14:177689;-03:00;6.7599999999999998;6.7999999999999998;0.00373;0.00013
2018-11-28;05:40:10:072539;-03:00;400.27;400;0.002;20.19998;2018-11-28;05:39:36:458868;-03:00;42.0;42;42.1;42.0;5;2018-11-28;05:39:25:794158;-03:00;6.7610000000000001;6.7999999999999998;0.00373;0.00013
2018-11-28;05:40:20:024327;-03:00;400.27;400;0.002;20.19999;2018-11-28;05:39:45:007448;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:39:34:411832;-03:00;6.7599999999999998;6.7999999999999998;0.00373;0.00013
2018-11-28;05:40:30:130398;-03:00;399.2;400;0.002;20.20002;2018-11-28;05:39:55:124230;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:39:44:029456;-03:00;6.7569999999999997;6.7999999999999998;0.00373;0.00013
2018-11-28;05:40:40:080963;-03:00;398.67;400;0.002;20.20009;2018-11-28;05:40:05:228302;-03:00;42.0;42;42.04;42.0;5;2018-11-28;05:39:55:645963;-03:00;6.7549999999999999;6.7999999999999998;0.00373;0.00013
2018-11-28;05:40:50:033276;-03:00;399.73;400;0.002;20.20036;2018-11-28;05:40:17:511075;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:40:04:263845;-03:00;6.7569999999999997;6.7999999999999998;0.00373;0.00013
2018-11-28;05:41:00:142446;-03:00;399.73;400;0.002;20.20241;2018-11-28;05:40:26:137984;-03:00;42.0;42;42.09;42.0;5;2018-11-28;05:40:15:881220;-03:00;6.7560000000000002;6.7999999999999998;0.00373;0.00013
2018-11-28;05:41:10:102816;-03:00;399.73;400;0.002;20.20465;2018-11-28;05:40:35:496535;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:40:24:498739;-03:00;6.7560000000000002;6.7999999999999998;0.00373;0.00013
2018-11-28;05:41:20:067727;-03:00;399.73;400;0.002;20.20735;2018-11-28;05:40:45:642250;-03:00;42.0;42;42.08;42.0;5;2018-11-28;05:40:34:115220;-03:00;6.7530000000000001;6.7999999999999998;0.00373;0.00013
2018-11-28;05:41:30:031180;-03:00;399.47;400;0.002;20.20988;2018-11-28;05:40:55:766577;-03:00;42.0;42;42.07;42.0;5;2018-11-28;05:40:45:732868;-03:00;6.75;6.7999999999999998;0.00387;0.00013
2018-11-28;05:41:40:149505;-03:00;399.73;400;0.002;20.21262;2018-11-28;05:41:05:109745;-03:00;42.0;42;42.11;42.0;5;2018-11-28;05:40:54:352829;-03:00;6.758;6.7999999999999998;0.00387;0.00013
2018-11-28;05:41:50:102088;-03:00;399.47;400;0.002;20.21491;2018-11-28;05:41:15:957478;-03:00;42.0;42;42.1;42.0;5;2018-11-28;05:41:05:970480;-03:00;6.7560000000000002;6.7999999999999998;0.00387;0.00013
2018-11-28;05:42:00:066337;-03:00;399.47;400;0.002;20.21744;2018-11-28;05:41:25:265558;-03:00;42.0;42;42.06;42.0;5;2018-11-28;05:41:15:587236;-03:00;6.7539999999999996;6.7999999999999998;0.00387;0.00013
2018-11-28;05:42:10:028648;-03:00;399.47;400;0.002;20.21987;2018-11-28;05:41:35:371964;-03:00;42.0;42;42.04;42.0;5;2018-11-28;05:41:24:204847;-03:00;6.7519999999999998;6.7999999999999998;0.00387;0.00013
2018-11-28;05:42:20:139561;-03:00;399.73;400;0.002;20.22138;2018-11-28;05:41:45:527189;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:41:35:823731;-03:00;6.7569999999999997;6.7999999999999998;0.004;0.00013
2018-11-28;05:42:30:100586;-03:00;399.73;400;0.002;20.2231;2018-11-28;05:41:56:434339;-03:00;42.0;42;42.05;42.0;5;2018-11-28;05:41:44:441465;-03:00;6.7599999999999998;6.7999999999999998;0.004;0.00013
