Date;Time;TZ;Speed Current[rpm];Speed Objective[rpm];System Temperature[°C];Frequency[Hz];Date;Time;TZ;FERM Temp Current[°C];FERM Temp Objective[°C];BATH Temp[°C];BATH Temp Objective[°C];Pump Step;Date;Time;TZ;FERM pH Current[no dim.];Ferm pH Objective[no dim.];ACID Volume[mL];BASE Volume[mL]
2018-11-28;06:24:00:034344;-03:00;400.0;400;0.002;20.22883;2018-11-28;06:23:39:086030;-03:00;42.6;42;43.15;42.0;5;2018-11-28;06:23:14:318303;-03:00;6.7569999999999997;6.7999999999999998;0.0176;0.0008
2018-11-28;06:24:10:139799;-03:00;400.0;400;0.002;20.22976;2018-11-28;06:23:39:203731;-03:00;42.6;42;43.15;42.0;5;2018-11-28;06:23:25:934940;-03:00;6.7480000000000002;6.7999999999999998;0.01773;0.0008
2018-11-28;06:24:20:093615;-03:00;400.27;400;0.002;20.2298;2018-11-28;06:23:45:675711;-03:00;42.6;42;43.26;41.43;5;2018-11-28;06:23:35:551559;-03:00;6.7549999999999999;6.7999999999999998;0.01773;0.0008
2018-11-28;06:24:30:039169;-03:00;400.27;400;0.002;20.22806;2018-11-28;06:23:55:021871;-03:00;42.6;42;43.23;41.43;5;2018-11-28;06:23:44:170536;-03:00;6.7599999999999998;6.7999999999999998;0.01787;0.0008
2018-11-28;06:24:40:138027;-03:00;400.27;400;0.002;20.22642;2018-11-28;06:24:05:998869;-03:00;42.6;42;43.14;41.43;5;2018-11-28;06:23:55:788182;-03:00;6.7519999999999998;6.7999999999999998;0.01787;0.0008
2018-11-28;06:24:50:083291;-03:00;400.27;400;0.002;20.22456;2018-11-28;06:24:15:405967;-03:00;42.6;42;43.12;41.43;5;2018-11-28;06:24:04:405822;-03:00;6.75;6.7999999999999998;0.018;0.0008
2018-11-28;06:25:00:034543;-03:00;399.73;400;0.002;20.22377;2018-11-28;06:24:25:342377;-03:00;42.7;42;43.09;41.43;5;2018-11-28;06:24:14:025877;-03:00;6.7560000000000002;6.7999999999999998;0.018;0.0008
2018-11-28;06:25:10:143169;-03:00;400.0;400;0.002;20.22506;2018-11-28;06:24:36:414739;-03:00;42.7;42;43.07;41.43;5;2018-11-28;06:24:25:642268;-03:00;6.7590000000000003;6.7999999999999998;0.018;0.0008
2018-11-28;06:25:20:094017;-03:00;400.27;400;0.002;20.22412;2018-11-28;06:24:45:712142;-03:00;42.7;42;43.05;41.43;5;2018-11-28;06:24:34:260124;-03:00;6.75;6.7999999999999998;0.01813;0.0008
2018-11-28;06:25:30:193519;-03:00;399.47;400;0.002;20.22224;2018-11-28;06:25:10:475326;-03:00;42.7;42;43.03;41.43;5;2018-11-28;06:24:45:876557;-03:00;6.7539999999999996;6.7999999999999998;0.01813;0.0008
2018-11-28;06:25:40:135313;-03:00;400.27;400;0.002;20.22054;2018-11-28;06:25:11:261759;-03:00;42.7;42;43.04;41.87;5;2018-11-28;06:24:54:496762;-03:00;6.7599999999999998;6.7999999999999998;0.01827;0.0008
2018-11-28;06:25:50:084485;-03:00;400.0;400;0.002;20.22072;2018-11-28;06:25:16:713889;-03:00;42.7;42;43.21;41.87;5;2018-11-28;06:25:04:113542;-03:00;6.7560000000000002;6.7999999999999998;0.01827;0.0008
2018-11-28;06:26:00:042913;-03:00;400.27;400;0.002;20.22021;2018-11-28;06:25:25:993749;-03:00;42.8;42;43.23;41.87;5;2018-11-28;06:25:15:731131;-03:00;6.7539999999999996;6.7999999999999998;0.01827;0.0008
2018-11-28;06:26:10:138589;-03:00;400.0;400;0.002;20.2183;2018-11-28;06:25:35:382091;-03:00;42.8;42;43.14;41.87;5;2018-11-28;06:25:24:347553;-03:00;6.7480000000000002;6.7999999999999998;0.0184;0.0008
2018-11-28;06:26:20:084900;-03:00;400.0;400;0.002;20.21678;2018-11-28;06:25:45:469870;-03:00;42.8;42;43.1;41.87;5;2018-11-28;06:25:35:967682;-03:00;6.7519999999999998;6.7999999999999998;0.0184;0.0008
2018-11-28;06:26:30:036424;-03:00;399.73;400;0.002;20.21722;2018-11-28;06:25:55:566945;-03:00;42.8;42;43.06;41.87;5;2018-11-28;06:25:45:583957;-03:00;6.758;6.7999999999999998;0.01853;0.0008
2018-11-28;06:26:40:139458;-03:00;400.27;400;0.002;20.21683;2018-11-28;06:26:05:602184;-03:00;42.8;42;43.05;41.87;5;2018-11-28;06:25:54:201825;-03:00;6.7539999999999996;6.7999999999999998;0.01853;0.0008
2018-11-28;06:26:50:086473;-03:00;400.27;400;0.002;20.21449;2018-11-28;06:26:16:541751;-03:00;42.8;42;43.02;41.87;5;2018-11-28;06:26:05:818273;-03:00;6.7530000000000001;6.7999999999999998;0.01853;0.0008
2018-11-28;06:27:00:027995;-03:00;400.0;400;0.002;20.2133;2018-11-28;06:26:25:072320;-03:00;42.8;42;42.99;41.87;5;2018-11-28;06:26:14:438310;-03:00;6.758;6.7999999999999998;0.01867;0.0008
2018-11-28;06:27:10:135015;-03:00;400.0;400;0.002;20.21345;2018-11-28;06:26:35:165255;-03:00;42.8;42;42.98;41.87;5;2018-11-28;06:26:24:055973;-03:00;6.7549999999999999;6.7999999999999998;0.01867;0.0008
2018-11-28;06:27:20:079325;-03:00;400.27;400;0.002;20.21183;2018-11-28;06:26:46:072350;-03:00;42.8;42;42.98;41.87;5;2018-11-28;06:26:35:673386;-03:00;6.7510000000000003;6.7999999999999998;0.01867;0.0008
2018-11-28;06:27:30:029408;-03:00;400.27;400;0.002;20.2096;2018-11-28;06:26:57:696586;-03:00;42.8;42;42.97;41.87;5;2018-11-28;06:26:44:293704;-03:00;6.7619999999999996;6.7999999999999998;0.0188;0.0008
2018-11-28;06:27:40:127233;-03:00;400.27;400;0.002;20.20785;2018-11-28;06:27:05:494479;-03:00;42.8;42;42.98;41.87;5;2018-11-28;06:26:55:910120;-03:00;6.7590000000000003;6.7999999999999998;0.0188;0.0008
2018-11-28;06:27:50:074085;-03:00;400.27;400;0.002;20.20608;2018-11-28;06:27:15:595099;-03:00;42.8;42;42.94;41.87;5;2018-11-28;06:27:05:527857;-03:00;6.7549999999999999;6.7999999999999998;0.0188;0.0008
2018-11-28;06:28:00:021967;-03:00;399.73;400;0.002;20.20585;2018-11-28;06:27:26:472872;-03:00;42.8;42;42.93;41.87;5;2018-11-28;06:27:14:145517;-03:00;6.7539999999999996;6.7999999999999998;0.0188;0.0008
2018-11-28;06:28:10:126415;-03:00;400.27;400;0.002;20.20595;2018-11-28;06:27:36:558359;-03:00;42.8;42;42.93;41.87;5;2018-11-28;06:27:25:762924;-03:00;6.7510000000000003;6.7999999999999998;0.0188;0.0008
2018-11-28;06:28:20:068440;-03:00;400.27;400;0.002;20.20412;2018-11-28;06:27:45:117944;-03:00;42.8;42;42.92;41.87;5;2018-11-28;06:27:34:383000;-03:00;6.7519999999999998;6.7999999999999998;0.01893;0.0008
2018-11-28;06:28:30:019077;-03:00;400.27;400;0.002;20.20234;2018-11-28;06:27:55:238298;-03:00;42.8;42;42.91;41.87;5;2018-11-28;06:27:45:999417;-03:00;6.7510000000000003;6.7999999999999998;0.01893;0.0008
2018-11-28;06:28:40:119123;-03:00;400.0;400;0.002;20.20236;2018-11-28;06:28:06:776401;-03:00;42.8;42;42.9;41.87;5;2018-11-28;06:27:55:615715;-03:00;6.7599999999999998;6.7999999999999998;0.01907;0.0008
2018-11-28;06:28:50:072115;-03:00;400.0;400;0.002;20.20241;2018-11-28;06:28:25:282184;-03:00;42.8;42;42.9;41.87;5;2018-11-28;06:28:04:237124;-03:00;6.7539999999999996;6.7999999999999998;0.01907;0.0008
2018-11-28;06:29:00:018368;-03:00;400.53;400;0.002;20.20036;2018-11-28;06:28:26:071534;-03:00;42.8;42;42.92;41.67;5;2018-11-28;06:28:15:854784;-03:00;6.7510000000000003;6.7999999999999998;0.01907;0.0008
2018-11-28;06:29:10:120650;-03:00;400.27;400;0.002;20.20004;2018-11-28;06:28:35:403936;-03:00;42.8;42;42.98;41.67;5;2018-11-28;06:28:24:470717;-03:00;6.7569999999999997;6.7999999999999998;0.0192;0.0008
2018-11-28;06:29:20:076867;-03:00;400.27;400;0.002;20.20019;2018-11-28;06:28:45:507729;-03:00;42.8;42;42.92;41.67;5;2018-11-28;06:28:34:087375;-03:00;6.7549999999999999;6.7999999999999998;0.0192;0.0008
2018-11-28;06:29:30:028479;-03:00;400.53;400;0.002;20.19997;2018-11-28;06:28:56:220898;-03:00;42.8;42;42.92;41.67;5;2018-11-28;06:28:45:704985;-03:00;6.75;6.7999999999999998;0.01933;0.0008
2018-11-28;06:29:40:130173;-03:00;400.27;400;0.002;20.20001;2018-11-28;06:29:05:825626;-03:00;42.8;42;42.86;41.67;5;2018-11-28;06:28:54:325049;-03:00;6.7569999999999997;6.7999999999999998;0.01933;0.0008
2018-11-28;06:29:50:086034;-03:00;400.27;400;0.002;20.20007;2018-11-28;06:29:15:100060;-03:00;42.8;42;42.86;41.67;5;2018-11-28;06:29:05:942292;-03:00;6.7530000000000001;6.7999999999999998;0.01933;0.0008
2018-11-28;06:30:00:038906;-03:00;400.0;400;0.002;20.20038;2018-11-28;06:29:25:248907;-03:00;42.8;42;42.85;41.67;5;2018-11-28;06:29:15:561824;-03:00;6.7590000000000003;6.7999999999999998;0.01947;0.0008
2018-11-28;06:30:10:144489;-03:00;400.0;400;0.002;20.20068;2018-11-28;06:29:35:369603;-03:00;42.8;42;42.85;41.67;5;2018-11-28;06:29:24:179431;-03:00;6.7549999999999999;6.7999999999999998;0.01947;0.0008
2018-11-28;06:30:20:104394;-03:00;399.73;400;0.002;20.20212;2018-11-28;06:29:46:255328;-03:00;42.8;42;42.82;41.67;5;2018-11-28;06:29:35:797165;-03:00;6.7519999999999998;6.7999999999999998;0.01947;0.0008
2018-11-28;06:30:30:057973;-03:00;399.73;400;0.002;20.20317;2018-11-28;06:29:55:632303;-03:00;42.8;42;42.81;41.67;5;2018-11-28;06:29:44:417398;-03:00;6.7569999999999997;6.7999999999999998;0.0196;0.0008
2018-11-28;06:30:40:016602;-03:00;399.73;400;0.002;20.20422;2018-11-28;06:30:06:501560;-03:00;42.8;42;42.81;41.67;5;2018-11-28;06:29:54:033326;-03:00;6.7599999999999998;6.7999999999999998;0.01973;0.0008
2018-11-28;06:30:50:119970;-03:00;400.0;400;0.002;20.2053;2018-11-28;06:30:16:380876;-03:00;42.8;42;42.79;41.67;5;2018-11-28;06:30:05:649936;-03:00;6.7549999999999999;6.7999999999999998;0.01973;0.0008
2018-11-28;06:31:00:071031;-03:00;399.73;400;0.002;20.20608;2018-11-28;06:30:26:140501;-03:00;42.8;42;42.77;41.67;5;2018-11-28;06:30:14:270003;-03:00;6.7640000000000002;6.7999999999999998;0.01987;0.0008
2018-11-28;06:31:10:025754;-03:00;400.0;400;0.002;20.20638;2018-11-28;06:30:35:193045;-03:00;42.8;42;42.77;41.67;5;2018-11-28;06:30:25:887653;-03:00;6.7649999999999997;6.7999999999999998;0.01987;0.0008
2018-11-28;06:31:20:131119;-03:00;400.0;400;0.002;20.20652;2018-11-28;06:30:45:445055;-03:00;42.8;42;42.75;41.67;5;2018-11-28;06:30:35:505390;-03:00;6.7629999999999999;6.7999999999999998;0.01987;0.0008
2018-11-28;06:31:30:081296;-03:00;400.27;400;0.002;20.20646;2018-11-28;06:30:55:037021;-03:00;42.8;42;42.75;41.67;5;2018-11-28;06:30:44:121798;-03:00;6.7590000000000003;6.7999999999999998;0.01987;0.0008
2018-11-28;06:31:40:032951;-03:00;400.0;400;0.002;20.20562;2018-11-28;06:31:05:614044;-03:00;42.8;42;42.76;41.67;5;2018-11-28;06:30:55:739241;-03:00;6.7560000000000002;6.7999999999999998;0.01987;0.0008
2018-11-28;06:31:50:135350;-03:00;400.27;400;0.002;20.20446;2018-11-28;06:31:31:663114;-03:00;42.8;42;42.73;41.67;5;2018-11-28;06:31:04:360862;-03:00;6.7549999999999999;6.7999999999999998;0.01987;0.0008
2018-11-28;06:32:00:082649;-03:00;400.0;400;0.002;20.2035;2018-11-28;06:31:32:338544;-03:00;42.8;42;42.77;41.47;5;2018-11-28;06:31:15:977306;-03:00;6.7530000000000001;6.7999999999999998;0.01987;0.0008
2018-11-28;06:32:10:028894;-03:00;400.27;400;0.002;20.20236;2018-11-28;06:31:35:390779;-03:00;42.8;42;42.8;41.47;5;2018-11-28;06:31:25:594875;-03:00;6.7519999999999998;6.7999999999999998;0.01987;0.0008
2018-11-28;06:32:20:131344;-03:00;400.0;400;0.002;20.20147;2018-11-28;06:31:45:449183;-03:00;42.8;42;42.82;41.47;5;2018-11-28;06:31:34:212530;-03:00;6.7510000000000003;6.7999999999999998;0.01987;0.0008
2018-11-28;06:32:30:080336;-03:00;400.27;400;0.002;20.20071;2018-11-28;06:31:57:072755;-03:00;42.8;42;42.77;41.47;5;2018-11-28;06:31:45:832587;-03:00;6.75;6.7999999999999998;0.02013;0.0008
2018-11-28;06:32:40:031207;-03:00;400.27;400;0.002;20.20003;2018-11-28;06:32:05:744636;-03:00;42.8;42;42.75;41.47;5;2018-11-28;06:31:54:449139;-03:00;6.7590000000000003;6.7999999999999998;0.02013;0.0008
2018-11-28;06:32:50:139342;-03:00;399.73;400;0.002;20.20009;2018-11-28;06:32:15:097286;-03:00;42.8;42;42.7;41.47;5;2018-11-28;06:32:04:066568;-03:00;6.758;6.7999999999999998;0.02013;0.0008
2018-11-28;06:33:00:086873;-03:00;400.0;400;0.002;20.20036;2018-11-28;06:32:28:210538;-03:00;42.8;42;42.7;41.47;5;2018-11-28;06:32:15:683032;-03:00;6.7560000000000002;6.7999999999999998;0.02013;0.0008
2018-11-28;06:33:10:037721;-03:00;400.0;400;0.002;20.20008;2018-11-28;06:32:35:140805;-03:00;42.8;42;42.68;41.47;5;2018-11-28;06:32:24:300702;-03:00;6.7539999999999996;6.7999999999999998;0.02013;0.0008
2018-11-28;06:33:20:147664;-03:00;400.0;400;0.002;20.20097;2018-11-28;06:32:46:087905;-03:00;42.8;42;42.69;41.47;5;2018-11-28;06:32:35:922088;-03:00;6.75;6.7999999999999998;0.02027;0.0008
2018-11-28;06:33:30:096930;-03:00;400.0;400;0.002;20.20029;2018-11-28;06:32:55:332191;-03:00;42.7;42;42.68;41.47;5;2018-11-28;06:32:45:537441;-03:00;6.7610000000000001;6.7999999999999998;0.02027;0.0008
2018-11-28;06:33:40:045319;-03:00;400.27;400;0.002;20.2002;2018-11-28;06:33:14:008671;-03:00;42.7;42;42.68;41.47;5;2018-11-28;06:32:54:155044;-03:00;6.7560000000000002;6.7999999999999998;0.02027;0.0008
2018-11-28;06:33:50:004242;-03:00;400.0;400;0.002;20.20008;2018-11-28;06:33:15:401894;-03:00;42.7;42;42.68;41.88;5;2018-11-28;06:33:05:772780;-03:00;6.7519999999999998;6.7999999999999998;0.02027;0.0008
2018-11-28;06:34:00:104999;-03:00;400.0;400;0.002;20.20085;2018-11-28;06:33:25:481697;-03:00;42.7;42;42.92;41.88;5;2018-11-28;06:33:14:392006;-03:00;6.7610000000000001;6.7999999999999998;0.0204;0.0008
2018-11-28;06:34:10:054087;-03:00;400.0;400;0.002;20.20076;2018-11-28;06:33:35:508023;-03:00;42.7;42;42.81;41.88;5;2018-11-28;06:33:24:009914;-03:00;6.758;6.7999999999999998;0.0204;0.0008
2018-11-28;06:34:20:009548;-03:00;400.0;400;0.002;20.20169;2018-11-28;06:33:46:322916;-03:00;42.7;42;42.75;41.88;5;2018-11-28;06:33:35:626474;-03:00;6.7560000000000002;6.7999999999999998;0.0204;0.0008
2018-11-28;06:34:30:112045;-03:00;400.0;400;0.002;20.20106;2018-11-28;06:33:55:536696;-03:00;42.7;42;42.7;41.88;5;2018-11-28;06:33:44:244287;-03:00;6.7539999999999996;6.7999999999999998;0.0204;0.0008
2018-11-28;06:34:40:063878;-03:00;400.27;400;0.002;20.20046;2018-11-28;06:34:07:104154;-03:00;42.7;42;42.7;41.88;5;2018-11-28;06:33:55:861949;-03:00;6.7510000000000003;6.7999999999999998;0.0204;0.0008
2018-11-28;06:34:50:017055;-03:00;400.0;400;0.002;20.20001;2018-11-28;06:34:16:435008;-03:00;42.7;42;42.68;41.88;5;2018-11-28;06:34:04:481247;-03:00;6.75;6.7999999999999998;0.02067;0.0008
2018-11-28;06:35:00:119646;-03:00;399.73;400;0.002;20.20009;2018-11-28;06:34:26:452429;-03:00;42.7;42;42.69;41.88;5;2018-11-28;06:34:14:097801;-03:00;6.7629999999999999;6.7999999999999998;0.02067;0.0008
2018-11-28;06:35:10:071386;-03:00;398.94;400;0.002;20.20005;2018-11-28;06:34:45:346350;-03:00;42.7;42;42.69;41.88;5;2018-11-28;06:34:25:715449;-03:00;6.758;6.7999999999999998;0.02067;0.0008
2018-11-28;06:35:20:176660;-03:00;399.2;400;0.002;20.20008;2018-11-28;06:34:47:083649;-03:00;42.7;42;42.71;41.28;5;2018-11-28;06:34:34:331850;-03:00;6.758;6.7999999999999998;0.02067;0.0008
2018-11-28;06:35:30:127198;-03:00;398.94;400;0.002;20.20003;2018-11-28;06:34:55:676465;-03:00;42.7;42;42.76;41.28;5;2018-11-28;06:34:45:952230;-03:00;6.7610000000000001;6.7999999999999998;0.0208;0.0008
2018-11-28;06:35:40:080661;-03:00;400.27;400;0.002;20.20006;2018-11-28;06:35:05:792524;-03:00;42.7;42;42.74;41.28;5;2018-11-28;06:34:55:569821;-03:00;6.7569999999999997;6.7999999999999998;0.0208;0.0008
2018-11-28;06:35:50:034344;-03:00;400.0;400;0.002;20.20005;2018-11-28;06:35:15:151488;-03:00;42.7;42;42.68;41.28;5;2018-11-28;06:35:04:187258;-03:00;6.7560000000000002;6.7999999999999998;0.0208;0.0008
2018-11-28;06:36:00:140623;-03:00;400.0;400;0.002;20.20005;2018-11-28;06:35:25:243913;-03:00;42.7;42;42.64;41.28;5;2018-11-28;06:35:15:803447;-03:00;6.7560000000000002;6.7999999999999998;0.0208;0.0008
2018-11-28;06:36:10:090201;-03:00;400.27;400;0.002;20.20005;2018-11-28;06:35:35:355858;-03:00;42.7;42;42.63;41.28;5;2018-11-28;06:35:24:421341;-03:00;6.7460000000000004;6.7999999999999998;0.02093;0.0008
2018-11-28;06:36:20:041289;-03:00;400.27;400;0.002;20.20007;2018-11-28;06:35:46:198476;-03:00;42.7;42;42.63;41.28;5;2018-11-28;06:35:34:042119;-03:00;6.7629999999999999;6.7999999999999998;0.02093;0.0008
2018-11-28;06:36:30:145849;-03:00;400.0;400;0.002;20.20014;2018-11-28;06:35:55:531812;-03:00;42.6;42;42.63;41.28;5;2018-11-28;06:35:45:658980;-03:00;6.7599999999999998;6.7999999999999998;0.02093;0.0008
2018-11-28;06:36:40:096210;-03:00;400.27;400;0.002;20.20006;2018-11-28;06:36:18:931902;-03:00;42.6;42;42.65;40.17;5;2018-11-28;06:35:54:275480;-03:00;6.758;6.7999999999999998;0.02093;0.0008
2018-11-28;06:36:50:053856;-03:00;400.0;400;0.002;20.2;2018-11-28;06:36:19:714428;-03:00;42.6;42;42.65;40.17;5;2018-11-28;06:36:05:893106;-03:00;6.7519999999999998;6.7999999999999998;0.02093;0.0008
2018-11-28;06:37:00:002980;-03:00;400.53;400;0.002;20.20008;2018-11-28;06:36:25:140778;-03:00;42.6;42;42.73;40.17;5;2018-11-28;06:36:15:510780;-03:00;6.7560000000000002;6.7999999999999998;0.02093;0.0008
2018-11-28;06:37:10:104098;-03:00;399.47;400;0.002;20.20045;2018-11-28;06:36:35:357231;-03:00;42.6;42;42.68;40.17;5;2018-11-28;06:36:24:127163;-03:00;6.7539999999999996;6.7999999999999998;0.02093;0.0008
2018-11-28;06:37:20:064231;-03:00;400.0;400;0.002;20.20156;2018-11-28;06:36:45:458313;-03:00;42.6;42;42.65;40.17;5;2018-11-28;06:36:35:747395;-03:00;6.7569999999999997;6.7999999999999998;0.02107;0.0008
2018-11-28;06:37:30:014092;-03:00;400.27;400;0.002;20.2009;2018-11-28;06:36:56:261801;-03:00;42.6;42;42.62;40.17;5;2018-11-28;06:36:44:365123;-03:00;6.7530000000000001;6.7999999999999998;0.02107;0.0008
2018-11-28;06:37:40:116981;-03:00;399.2;400;0.002;20.20001;2018-11-28;06:37:05:617923;-03:00;42.6;42;42.59;40.17;5;2018-11-28;06:36:55:981211;-03:00;6.7619999999999996;6.7999999999999998;0.0212;0.0008
2018-11-28;06:37:50:066986;-03:00;398.94;400;0.002;20.20001;2018-11-28;06:37:15:606681;-03:00;42.6;42;42.6;40.17;5;2018-11-28;06:37:05:597946;-03:00;6.7590000000000003;6.7999999999999998;0.0212;0.0008
2018-11-28;06:38:00:017753;-03:00;400.27;400;0.002;20.20002;2018-11-28;06:37:25:075846;-03:00;42.6;42;42.6;40.17;5;2018-11-28;06:37:14:219352;-03:00;6.7569999999999997;6.7999999999999998;0.0212;0.0008
2018-11-28;06:38:10:126178;-03:00;400.27;400;0.002;20.20014;2018-11-28;06:37:49:146525;-03:00;42.6;42;42.57;40.17;5;2018-11-28;06:37:25:834903;-03:00;6.7640000000000002;6.7999999999999998;0.02133;0.0008
2018-11-28;06:38:20:076219;-03:00;400.27;400;0.002;20.19998;2018-11-28;06:37:49:929078;-03:00;42.6;42;42.57;41.12;5;2018-11-28;06:37:34:452551;-03:00;6.7610000000000001;6.7999999999999998;0.02133;0.0008
2018-11-28;06:38:30:027502;-03:00;400.0;400;0.002;20.20018;2018-11-28;06:37:55:332564;-03:00;42.6;42;42.77;41.12;5;2018-11-28;06:37:44:069961;-03:00;6.7619999999999996;6.7999999999999998;0.02133;0.0008
2018-11-28;06:38:40:132459;-03:00;400.0;400;0.002;20.201;2018-11-28;06:38:06:140948;-03:00;42.6;42;42.74;41.12;5;2018-11-28;06:37:55:687503;-03:00;6.758;6.7999999999999998;0.02133;0.0008
2018-11-28;06:38:50:085399;-03:00;400.27;400;0.002;20.20056;2018-11-28;06:38:17:032340;-03:00;42.6;42;42.67;41.12;5;2018-11-28;06:38:04:304149;-03:00;6.758;6.7999999999999998;0.02133;0.0008
2018-11-28;06:39:00:036960;-03:00;400.27;400;0.002;20.20005;2018-11-28;06:38:27:186061;-03:00;42.6;42;42.65;41.12;5;2018-11-28;06:38:15:922051;-03:00;6.7560000000000002;6.7999999999999998;0.02133;0.0008
2018-11-28;06:39:10:135962;-03:00;400.53;400;0.002;20.2;2018-11-28;06:38:39:493909;-03:00;42.6;42;42.6;41.12;5;2018-11-28;06:38:25:538478;-03:00;6.7539999999999996;6.7999999999999998;0.02133;0.0008
2018-11-28;06:39:20:090237;-03:00;400.27;400;0.002;20.20008;2018-11-28;06:38:45:051471;-03:00;42.6;42;42.61;41.12;5;2018-11-28;06:38:34:159817;-03:00;6.7530000000000001;6.7999999999999998;0.02133;0.0008
2018-11-28;06:39:30:047429;-03:00;400.27;400;0.002;20.20002;2018-11-28;06:38:55:049128;-03:00;42.6;42;42.61;41.12;5;2018-11-28;06:38:45:776148;-03:00;6.758;6.7999999999999998;0.02147;0.0008
2018-11-28;06:39:40:001714;-03:00;400.27;400;0.002;20.20005;2018-11-28;06:39:07:472775;-03:00;42.6;42;42.59;41.12;5;2018-11-28;06:38:54:393544;-03:00;6.7539999999999996;6.7999999999999998;0.02147;0.0008
2018-11-28;06:39:50:099626;-03:00;400.0;400;0.002;20.20001;2018-11-28;06:39:16:025455;-03:00;42.6;42;42.6;41.12;5;2018-11-28;06:39:04:011202;-03:00;6.7510000000000003;6.7999999999999998;0.02147;0.0008
2018-11-28;06:40:00:053568;-03:00;400.0;400;0.002;20.20003;2018-11-28;06:39:26:066975;-03:00;42.6;42;42.59;41.12;5;2018-11-28;06:39:15:630243;-03:00;6.758;6.7999999999999998;0.0216;0.0008
2018-11-28;06:40:10:008257;-03:00;399.73;400;0.002;20.2001;2018-11-28;06:39:36:196989;-03:00;42.6;42;42.58;41.12;5;2018-11-28;06:39:24:247901;-03:00;6.7549999999999999;6.7999999999999998;0.0216;0.0008
2018-11-28;06:40:20:109958;-03:00;399.2;400;0.002;20.20002;2018-11-28;06:39:47:865568;-03:00;42.6;42;42.54;41.12;5;2018-11-28;06:39:35:868428;-03:00;6.7599999999999998;6.7999999999999998;0.02173;0.0008
2018-11-28;06:40:30:063499;-03:00;400.27;400;0.002;20.2001;2018-11-28;06:39:55:011843;-03:00;42.6;42;42.57;41.12;5;2018-11-28;06:39:44:484829;-03:00;6.7590000000000003;6.7999999999999998;0.02173;0.0008
2018-11-28;06:40:40:018146;-03:00;400.53;400;0.002;20.20008;2018-11-28;06:40:05:132131;-03:00;42.6;42;42.53;41.12;5;2018-11-28;06:39:54:102479;-03:00;6.758;6.7999999999999998;0.02173;0.0008
2018-11-28;06:40:50:120919;-03:00;400.27;400;0.002;20.2003;2018-11-28;06:40:15:167899;-03:00;42.6;42;42.52;41.12;5;2018-11-28;06:40:05:719002;-03:00;6.7539999999999996;6.7999999999999998;0.02173;0.0008
2018-11-28;06:41:00:070749;-03:00;400.53;400;0.002;20.19997;2018-11-28;06:40:26:043335;-03:00;42.6;42;42.51;41.12;5;2018-11-28;06:40:14:336882;-03:00;6.7539999999999996;6.7999999999999998;0.02173;0.0008
2018-11-28;06:41:10:020593;-03:00;399.73;400;0.002;20.20008;2018-11-28;06:40:35:265945;-03:00;42.6;42;42.48;41.12;5;2018-11-28;06:40:25:954533;-03:00;6.7519999999999998;6.7999999999999998;0.02173;0.0008
2018-11-28;06:41:20:127785;-03:00;400.27;400;0.002;20.20005;2018-11-28;06:40:45:298441;-03:00;42.6;42;42.49;41.12;5;2018-11-28;06:40:35:571095;-03:00;6.7539999999999996;6.7999999999999998;0.02187;0.0008
2018-11-28;06:41:30:080216;-03:00;400.27;400;0.002;20.20009;2018-11-28;06:40:55:454814;-03:00;42.6;42;42.5;41.12;5;2018-11-28;06:40:44:189904;-03:00;6.7599999999999998;6.7999999999999998;0.022;0.0008
2018-11-28;06:41:40:031204;-03:00;399.73;400;0.002;20.2001;2018-11-28;06:41:06:386390;-03:00;42.6;42;42.49;41.12;5;2018-11-28;06:40:55:807569;-03:00;6.7610000000000001;6.7999999999999998;0.022;0.0008
2018-11-28;06:41:50:144480;-03:00;399.73;400;0.002;20.20011;2018-11-28;06:41:15:639626;-03:00;42.6;42;42.49;41.12;5;2018-11-28;06:41:04:424942;-03:00;6.7649999999999997;6.7999999999999998;0.022;0.0008
2018-11-28;06:42:00:089956;-03:00;400.53;400;0.002;20.19997;2018-11-28;06:41:25:715662;-03:00;42.6;42;42.48;41.12;5;2018-11-28;06:41:14:042416;-03:00;6.758;6.7999999999999998;0.022;0.0008
2018-11-28;06:42:10:041477;-03:00;398.94;400;0.002;20.20002;2018-11-28;06:41:46:238373;-03:00;42.5;42;42.47;41.12;5;2018-11-28;06:41:25:660071;-03:00;6.7549999999999999;6.7999999999999998;0.022;0.0008
2018-11-28;06:42:20:146475;-03:00;400.0;400;0.002;20.20005;2018-11-28;06:41:47:020862;-03:00;42.5;42;42.51;41.68;5;2018-11-28;06:41:34:276464;-03:00;6.7539999999999996;6.7999999999999998;0.022;0.0008
2018-11-28;06:42:30:097218;-03:00;400.27;400;0.002;20.20002;2018-11-28;06:41:56:482701;-03:00;42.5;42;42.7;41.68;5;2018-11-28;06:41:45:896562;-03:00;6.7549999999999999;6.7999999999999998;0.02213;0.0008
2018-11-28;06:42:40:051454;-03:00;400.53;400;0.002;20.20009;2018-11-28;06:42:05:120237;-03:00;42.5;42;42.64;41.68;5;2018-11-28;06:41:55:514423;-03:00;6.7539999999999996;6.7999999999999998;0.02213;0.0008
2018-11-28;06:42:50:002614;-03:00;400.27;400;0.002;20.19998;2018-11-28;06:42:15:232187;-03:00;42.5;42;42.54;41.68;5;2018-11-28;06:42:04:130909;-03:00;6.75;6.7999999999999998;0.02227;0.0008
