403.77,400,32.560,20.4192703802456,10,143783
401.34,400,32.560,20.39752209825584,20,21940
401.61,400,32.560,20.38735091884389,30,94404
401.34,400,32.440,20.37751360951414,40,16988
401.34,400,32.440,20.36793382997867,50,91197
401.34,400,32.440,20.35871110452909,60,12582
401.34,400,32.500,20.349655026429442,70,85057
401.34,400,32.560,20.34113094306308,80,11952
401.34,400,32.810,20.33280770080676,90,93287
401.07,400,32.810,20.324866036485922,100,20041
401.07,400,33.000,20.31691693149904,110,95905
401.34,400,33.250,20.309058946084562,120,22570
401.07,400,33.500,20.300881105838073,130,103938
400.8,400,33.500,20.300015067398572,140,58684
400.27,400,33.810,20.300070582123592,150,13651
400.8,400,34.130,20.29992722694292,160,119057
398.94,400,34.130,20.29999435932303,170,78030
399.2,400,34.440,20.300038439994882,180,34684
400.0,400,34.880,20.299903685566722,190,142157
400.8,400,35.250,20.29997273479094,200,98313
401.07,400,35.250,20.29998369043142,210,56865
400.8,400,35.380,20.30003956200894,220,14270
399.2,400,35.560,20.300035028722302,230,125105
401.07,400,35.690,20.29991252612411,240,77195
401.07,400,35.690,20.29992125544124,250,34586
400.8,400,35.880,20.30005238865587,260,142594
400.8,400,36.250,20.30004164902894,270,103061
397.88,400,36.630,20.30006259266901,280,214088
400.27,400,36.630,20.30008316628881,290,18213
400.8,400,37.000,20.300004382599543,300,124206
399.73,400,37.250,20.2998092975116,310,81652
399.47,400,37.250,20.30001453692904,320,39230
401.34,400,37.560,20.299954795035752,330,79
400.0,400,37.880,20.29989996419717,340,105370
399.2,400,38.190,20.30005511564764,350,62447
399.47,400,38.190,20.300021185504683,360,23076
399.47,400,38.500,20.29997292328933,370,132290
399.2,400,38.750,20.300002981354073,380,87323
398.41,400,39.060,20.30004719048584,390,41844
400.8,400,39.060,20.30004168087868,400,2214
399.73,400,39.310,20.29998865613604,410,110946
401.07,400,39.560,20.29998436998677,420,70255
399.73,400,39.560,20.299957764261443,430,25032
399.47,400,39.940,20.30003029451636,440,135461
400.0,400,40.190,20.29994026822834,450,89207
400.8,400,40.380,20.30003579332546,460,48795
400.0,400,40.380,20.29994718928922,470,5932
399.47,400,40.440,20.29999836388863,480,109698
400.53,400,40.630,20.30001279229549,490,66755
400.8,400,40.750,20.30016835287168,500,24870
400.8,400,40.750,20.29994916890447,510,128469
399.47,400,41.130,20.29995508690445,520,91962
399.2,400,41.500,20.29995508690445,530,70637
399.2,400,41.500,20.29995508690445,540,44359
399.2,400,41.750,20.29995508690445,550,20056
