400,400,,20.0,10,109819
398.94,400,30.190,20.30006495377965,20,29376
399.2,400,30.190,20.30001697392624,30,139258
400.53,400,30.190,20.30004887808581,40,99924
400.8,400,30.060,20.30012385145241,50,53103
399.47,400,30.130,20.30005180503364,60,8437
400.0,400,30.130,20.30009421241103,70,118249
400.27,400,30.250,20.30008337525605,80,75531
400.8,400,30.380,20.29996949846159,90,32841
400.27,400,30.380,20.30004282371757,100,139014
399.73,400,30.560,20.29994123760027,110,94260
400.8,400,30.810,20.29999048513336,120,54335
400.27,400,31.130,20.30006257169411,130,12726
400.8,400,31.130,20.2999252600906,140,116215
400.0,400,31.310,20.30012266253505,150,73541
400.27,400,31.560,20.30013443318476,160,30769
400.27,400,31.880,20.30036450537961,170,135517
399.73,400,31.880,20.30018365205797,180,96705
398.94,400,32.130,20.30007203182073,190,52620
400.8,400,32.440,20.30008058275698,200,6171
400.53,400,32.440,20.30007737544349,210,117486
400.53,400,32.690,20.30000853592639,220,71479
400.53,400,33.000,20.30006665323864,230,28905
400.53,400,33.310,20.29999339107488,240,136382
399.2,400,33.310,20.2999545913419,250,90429
400.27,400,33.560,20.300069413423802,260,51098
