500.83,500,30.81,25.3645292343072,10,4633
500.83,500,30.81,25.3612406881056,20,10048
501.25,500,30.63,25.3580571992672,30,10117
501.25,500,30.63,25.3541075237872,40,11958
501.25,500,30.63,25.3499637738704,50,5205
501.25,500,30.63,25.3455381225216,60,1800
501.25,500,30.69,25.3413951334544,70,2068
501.25,500,30.81,25.337270347192,80,114028
501.25,500,30.94,25.332919116672,90,109981
500.83,500,31.13,25.3291035321792,100,112318
501.25,500,31.31,25.3255103150704,110,111307
501.25,500,31.50,25.3218041981408,120,110371
501.25,500,31.69,25.318175430192,130,111442
501.25,500,31.94,25.3145640405552,140,111480
500.83,500,31.94,25.3109737627632,150,115021
501.25,500,32.13,25.307870591976002,160,122476
500.83,500,32.38,25.304831153102402,170,2209
501.25,500,32.63,25.3017138009664,180,2913
501.25,500,32.88,25.2999796058864,190,16486
499.17,500,33.13,25.2999748270096,200,43414
499.17,500,33.38,25.300024312635202,210,67931
499.17,500,33.63,25.2999834279296,220,89591
499.17,500,33.88,25.2999854991232,230,115561
499.58,500,34.13,25.299977939528,240,18882
499.17,500,34.13,25.3000140377776,250,44263
498.75,500,34.44,25.3000141251344,260,66920
498.75,500,34.75,25.3000459488384,270,90497
499.58,500,35.19,25.299954225016002,280,116792
500.83,500,35.31,25.3000125564944,290,17805
499.17,500,35.44,25.300000261900802,300,40338
499.17,500,35.56,25.3000153278656,310,66525
499.17,500,35.69,25.300000902648,320,91465
500.0,500,35.81,25.3000363810896,330,116300
501.25,500,35.88,25.2999975006848,340,19901
500.42,500,35.88,25.3000240883472,350,40843
500.83,500,36.25,25.300029681412802,360,64196
500.0,500,36.56,25.2999826459568,370,91167
501.25,500,36.81,25.299980748824,380,112922
501.25,500,37.06,25.2999697984496,390,15436
500.42,500,37.31,25.2999940673792,400,39439
498.75,500,37.56,25.3000210505904,410,67266
501.25,500,37.75,25.299963934488,420,89759
498.75,500,38.00,25.3000318471984,430,113028
501.25,500,38.19,25.2999922427136,440,16201
188.62,200,38.44,9.7935974042875,450,158762
196.85,200,38.44,10.148227819025,460,118999
198.61,200,38.44,10.256675840409999,470,166854
200.33,200,38.56,10.300010603475,480,144380
198.94,200,38.56,10.29999102265,490,90410
198.28,200,39.44,10.30072653908,500,40308
198.61,200,39.44,10.301871654865,510,288591
200.47,200,39.44,10.300743457025,520,229731
200.33,200,40.19,10.3011686093075,530,174427
200.67,200,40.19,10.299519491809999,540,115895
200.6,200,40.19,10.299384552582499,550,59718
200.53,200,40.44,10.2993392106925,560,3127
200.53,200,40.44,10.299957990254999,570,250183
200.4,200,40.44,10.301238120425,580,198480
198.94,200,40.75,10.3001986210025,590,142545
200.4,200,40.75,10.3018408372375,600,86663
200.33,200,41.31,10.302151836855,610,30651
200.53,200,41.31,10.29955870593,620,273455
200.53,200,41.31,10.30114996879,630,224061
200.2,200,41.81,10.302895225764999,640,165282
200.47,200,41.81,10.3016120353125,650,106930
200.27,200,41.81,10.300615085072499,660,51652
200.53,200,42.13,10.30018334115,670,296143
198.61,200,42.13,10.301829689315,680,250641
200.47,200,42.13,10.299473552152499,690,190790
200.6,200,42.56,10.300337702032499,700,127184
200.6,200,42.56,10.30198618252,710,79171
200.33,200,42.94,10.3051820170025,720,29676
200.53,200,42.94,10.29988389189,730,264567
200.53,200,42.94,10.29938555405,740,210720
200.33,200,43.38,10.30214742888,750,157032
200.2,200,43.38,10.3008213811625,760,103599
200.67,200,43.38,10.2998189101875,770,46271
200.67,200,43.75,10.3013739487275,780,298223
200.33,200,43.75,10.3007133206275,790,238106
200.67,200,43.75,10.300647139045001,800,185235
198.87,200,44.19,10.3011583901975,810,133280
200.53,200,44.19,10.3013748264175,820,72281
199.0,200,44.38,10.3000169756375,830,17637
200.27,200,44.38,10.3027982385175,840,265682
200.4,200,44.38,10.2998037389325,850,210681
198.87,200,44.75,10.3002934569525,860,154123
200.47,200,44.75,10.30104402339,870,97739
200.67,200,44.75,10.299944080095,880,39315
199.2,200,45.13,10.299658595775,890,288429
200.33,200,45.13,10.3015148279275,900,233451
199.14,200,45.13,10.29934761978,910,176676
200.74,200,45.50,10.301024725265,920,121538
200.6,200,45.50,10.29932836571,930,68353
200.67,200,45.75,10.300143646302502,940,12429
200.33,200,45.75,10.3012385184325,950,261578
199.14,200,45.75,10.299906294820001,960,203426
200.67,200,46.06,10.3000000277175,970,149535
200.53,200,46.06,10.3011274030325,980,98262
