404.31,400,0.000,20.416757736109002,10,111099
401.61,400,0.000,20.39547503964928,20,135958
401.34,400,0.000,20.38632358856416,30,51766
401.34,400,0.000,20.37660520921732,40,128972
401.61,400,0.000,20.36677678911301,50,43858
401.34,400,0.000,20.3561033132519,60,108735
401.61,400,0.000,20.345877568897492,70,26193
401.61,400,0.000,20.33553217667415,80,91539
401.61,400,0.000,20.32537793209632,90,5023
401.61,400,0.000,20.314965276167662,100,71354
401.61,400,0.000,20.30458787136441,110,140350
399.73,400,0.000,20.29991060910201,120,72825
401.07,400,0.000,20.299978258438372,130,24283
399.73,400,0.000,20.29983042318658,140,133165
400.0,400,0.000,20.29980818503222,150,82961
399.47,400,0.000,20.30003911035757,160,36418
398.67,400,0.000,20.29990951399236,170,291706
399.47,400,0.000,20.29991465686334,180,96977
399.73,400,0.000,20.29991691845314,190,45294
401.34,400,0.000,20.29989275618151,200,172
399.47,400,0.000,20.30003841780546,210,107116
399.73,400,0.000,20.29998147381027,220,59115
399.47,400,0.000,20.30001488914333,230,7500
399.73,400,0.000,20.29986963837265,240,113363
400.8,400,0.000,20.30001295721195,250,69024
401.34,400,0.000,20.29991026279629,260,18428
401.61,400,0.000,20.29987854592408,270,123035
398.67,400,0.000,20.30001801585527,280,74830
399.47,400,0.000,20.300024687667328,290,31835
399.73,400,0.000,20.29998390022579,300,132042
400.27,400,0.000,20.29989092379191,310,83474
401.61,400,0.000,20.29987617518104,320,37558
399.73,400,0.002,20.29991425275275,330,141964
400.0,400,0.002,20.29986945055132,340,94177
400.0,400,0.002,20.29985962023691,350,48865
399.47,400,0.002,20.29994347244271,360,4935
399.47,400,0.002,20.3000344433097,370,105393
400.0,400,0.002,20.29986504419598,380,58832
399.47,400,0.002,20.30017346107998,390,9322
400.0,400,0.002,20.299941795993288,400,118520
401.34,400,0.002,20.299918985723227,410,65868
400.8,400,0.002,20.29999976957338,420,21505
401.07,400,0.002,20.29993804945735,430,127392
