317.63,27.750,20.11612986730239,5,494544
218.82,27.750,20.14990242222654,5,775548
245.0,27.750,20.182930274037,6,17397
268.46,27.750,20.207165870218,6,238557
290.14,27.750,20.2259017478748,6,445649
310.4,27.750,20.24012923286616,6,637693
329.13,27.750,20.2508757341748,6,821710
347.02,27.750,20.25888944210845,6,992995
364.08,27.750,20.26421550653885,7,164026
380.47,27.750,20.2675285194427,7,320288
395.0,27.750,20.26886457866478,7,472056
398.41,27.750,20.26921414888541,7,621744
398.41,27.750,20.26938011025839,7,776578
398.41,27.750,20.26955219450831,7,923513
398.41,27.750,20.26971472986695,8,74855
398.67,27.750,20.26986861196603,8,225023
398.41,27.750,20.27002156975955,8,377218
398.41,27.750,20.27019020912819,8,528685
398.41,27.750,20.27035893506279,8,676105
398.41,27.750,20.27052277113047,8,826212
398.41,27.750,20.27068970248613,8,978701
398.41,27.750,20.27085851054741,9,129903
398.41,27.750,20.27102466613889,9,283188
398.41,27.750,20.27119490142869,9,434883
398.41,27.750,20.27136514004795,9,587322
398.41,27.750,20.27153413566881,9,738239
398.41,27.750,20.27170029680939,9,884019
398.41,27.750,20.27186297089553,10,35485
398.41,27.750,20.27203191990395,10,185596
398.67,27.750,20.27218381377795,10,338339
398.41,27.750,20.27233966372051,10,491961
398.41,27.750,20.27250890239195,10,642335
398.41,27.750,20.27267622995335,10,793731
398.41,27.750,20.27284469951953,10,943378
398.41,27.750,20.27301144553525,11,90629
398.41,27.750,20.27317460017345,11,245786
398.41,27.750,20.27334729926365,11,395901
398.41,27.750,20.27351410853911,11,548261
398.67,27.750,20.27366940002583,11,699559
398.41,27.750,20.27382359803971,11,852147
398.41,27.750,20.27399365242885,12,4021
398.41,27.750,20.27416162146621,12,153666
398.67,27.750,20.27431406156709,12,301377
398.41,27.750,20.27446451242381,12,455290
398.41,27.750,20.27463669877717,12,604209
398.41,27.750,20.27480107865665,12,757914
398.41,27.750,20.27497239491113,12,908002
398.67,27.750,20.27512535372373,13,59185
398.41,27.750,20.27527841648249,13,211846
398.41,27.750,20.27545110114503,13,363288
398.41,27.750,20.27561612028083,13,509704
398.41,27.750,20.27577845587187,13,661044
398.41,27.750,20.27594640271283,13,812331
398.41,27.750,20.276114473853628,13,964762
398.67,27.750,20.27626963082179,14,114508
398.41,27.750,20.27642105897623,14,264205
398.41,27.750,20.27658678839683,14,415590
398.41,27.750,20.27675559534829,14,567831
398.41,27.750,20.27692447332823,14,716467
398.41,27.750,20.27709040806553,14,868940
398.41,27.750,20.27725965339589,15,20264
398.41,27.750,20.27742759468775,15,172996
398.41,27.750,20.27760015283081,15,322143
398.41,27.750,20.27776300670779,15,474338
398.41,27.750,20.27793251506549,15,627166
398.41,27.750,20.27810150957653,15,774794
398.41,27.750,20.27826680172805,15,926430
398.67,27.750,20.27842200659297,16,78497
398.67,27.750,20.27856102922133,16,225843
398.67,27.750,20.27869649816417,16,377640
398.67,27.750,20.27883826032387,16,529895
398.67,27.750,20.27897837932177,16,681725
398.41,27.750,20.27913308585657,16,834220
398.41,27.750,20.27930465515001,16,981408
398.41,27.750,20.27946789302471,17,130248
398.41,27.750,20.27963077908647,17,280466
398.41,27.750,20.27979776926259,17,434318
398.41,27.750,20.27997032851547,17,584919
398.41,27.750,20.28013602353165,17,736078
398.41,27.750,20.280304901511588,17,890515
398.41,27.750,20.28047660953253,18,39333
398.41,27.750,20.28064371069065,18,189269
398.41,27.750,20.28080825371367,18,340515
398.41,27.750,20.28097557239651,18,490121
398.41,27.750,20.28114102436211,18,641335
398.41,27.750,20.28130958604335,18,791290
398.67,27.750,20.28146235224983,18,944226
398.41,27.750,20.28161723100915,19,95138
398.41,27.750,20.28178456522947,19,245041
398.67,27.750,20.28193873165187,19,399596
397.35,27.750,20.28215567157351,19,700587
398.67,27.750,20.28257550009047,19,852564
398.41,27.750,20.28272750198695,19,999159
398.41,27.750,20.282889516840008,20,150552
398.41,27.750,20.28305659358209,20,299296
398.67,27.750,20.28320830809801,20,450684
398.67,27.750,20.28334929973551,20,603238
398.67,27.750,20.28349116679763,20,754386
398.67,27.750,20.28363130250565,20,904438
398.67,27.750,20.283770427251408,21,57224
398.67,27.750,20.28391210957387,21,205984
398.67,27.750,20.28405045358569,21,358784
398.41,27.750,20.28420663472925,21,509436
398.67,27.750,20.28436027530637,21,660773
398.67,27.750,20.284500525200208,21,813749
398.94,27.750,20.2846284017702,21,964799
398.94,27.750,20.28474042256172,22,114838
