0.602,2.940,20.010863630792173,2,768680
50.832,2.940,20.45255011919042,3,92526
86.512,2.940,20.527417704437653,3,370160
16.372,2.940,20.594991253151232,3,616819
42.722,2.940,20.6587574354726,3,840496
66.312,2.940,20.712680346106342,4,50716
88.052,2.940,20.760226814106947,4,248202
8.322,2.940,20.808508424211983,4,430867
27.152,2.940,20.857278773226,4,602189
45.222,2.940,20.90079240662032,4,769780
62.322,2.940,20.94123661150444,4,930029
78.552,2.940,20.978107307242084,5,82496
94.222,2.940,21.01145569433474,5,230442
8.442,2.940,21.04748739203073,5,377856
13.792,2.940,21.087780266650025,5,522988
14.362,2.940,21.12686889527371,5,666466
14.652,2.940,21.16553538360374,5,815742
16.092,2.940,21.205570486712052,5,954506
16.382,2.940,21.242420087697507,6,98454
17.832,2.940,21.28088217735319,6,240045
18.702,2.940,21.318650880073424,6,383649
18.702,2.940,21.356834314975295,6,527528
19.872,2.940,21.395077420853656,6,675545
20.462,2.940,21.434651335353102,6,817475
20.462,2.940,21.47222909137993,6,961540
21.942,2.940,21.510323723635246,7,105677
22.242,2.940,21.54846601662186,7,243194
23.732,2.940,21.58450905133227,7,386752
24.932,2.940,21.62216330684267,7,531171
24.932,2.940,21.660068699857767,7,669902
25.832,2.940,21.696272117537024,7,809677
26.742,2.940,21.732730051753634,7,953533
26.742,2.940,21.770202929589438,8,91328
27.662,2.940,21.806049873020477,8,235414
28.572,2.940,21.84345401540121,8,375194
29.802,2.940,21.879616613586066,8,513289
30.732,2.940,21.91528135751033,8,653500
30.732,2.940,21.951447675174556,8,790983
31.652,2.940,21.986789448241947,8,931419
32.282,2.940,22.0,9,71287
32.282,2.940,22.0,9,210119
33.842,2.940,22.0,9,350248
34.782,2.940,22.0,9,484874
34.782,2.940,22.0,9,622686
34.782,2.940,22.0,9,763130
34.782,2.940,22.0,9,903222
34.782,2.940,22.0,10,40848
34.782,2.940,22.0,10,180659
34.782,2.940,22.0,10,315819
34.782,2.940,22.0,10,454991
34.782,2.940,22.0,10,593612
34.782,2.940,22.0,10,733706
34.782,2.940,22.0,10,871869
34.782,2.940,22.0,11,7845
